,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68892259726e-12,8.29913915365e-12,239.321357285
1,[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77012748135e-12,8.31538013047e-12,232.135728543
2,O=[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08106589235e-12,6.82121026327e-12,3.49301397206
3,C[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54053294617e-12,4.04400322751e-12,5.48902195609
4,O[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38034403774e-12,7.68198203459e-12,242.265469062
5,O.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25971663734e-12,8.57523575954e-12,-0.149700598802
6,O=C=O.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35480264677e-12,9.53345339176e-12,57.1856287425
7,O=C=[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77012748135e-12,8.28289817683e-12,44.8103792415
8,C~[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.90005529589e-12,8.20169329274e-12,147.704590818
9,C=[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87451390493e-12,9.4684894845e-12,78.4431137725
10,C#[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.60313700197e-12,5.03470281337e-12,118.413173653
11,C.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74236523066e-12,5.08342574382e-12,0.0
12,[H][H].[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77720703576e-12,4.77484718429e-12,0.299401197605
13,[C-]#[O+].[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77942789549e-12,7.22723468371e-12,241.566866267
14,CC.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6633812063e-12,9.37104362359e-12,125.349301397
15,C=C.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86757334225e-12,8.23417524638e-12,134.880239521
16,[CH]C.[Pt],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75388650453e-12,8.29913915365e-12,118.163672655
