This mechanism contains 138 gas reactions and 39 surface reactions
  distance(mm)   X_CH4        X_O2        X_H2       X_CO       X_H2O       X_CO2
    0.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    1.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    2.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    3.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    4.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    5.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    6.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    7.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    8.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
    9.000000    0.037355    0.009339    0.000000   0.000000   0.000000   0.000000
   10.000000    0.037350    0.009337    0.000000   0.000000   0.000002   0.000000
   11.000000    0.036875    0.009197    0.000000   0.000000   0.000229   0.000002
   12.000000    0.036404    0.009063    0.000000   0.000000   0.000454   0.000004
   13.000000    0.035940    0.008936    0.000000   0.000000   0.000675   0.000006
   14.000000    0.035487    0.008811    0.000000   0.000000   0.000891   0.000010
   15.000000    0.035046    0.008687    0.000000   0.000000   0.001102   0.000015
   16.000000    0.034619    0.008564    0.000000   0.000000   0.001308   0.000020
   17.000000    0.034206    0.008441    0.000000   0.000000   0.001508   0.000027
   18.000000    0.033807    0.008319    0.000000   0.000000   0.001703   0.000036
   19.000000    0.033422    0.008197    0.000000   0.000000   0.001895   0.000046
   20.000000    0.033055    0.008077    0.000000   0.000000   0.002081   0.000058
   21.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   22.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   23.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   24.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   25.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   26.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   27.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   28.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   29.000000    0.033055    0.008081    0.000000   0.000000   0.002081   0.000058
   30.000000    0.033055    0.008081    0.000001   0.000000   0.002081   0.000058
   31.000000    0.033055    0.008081    0.000001   0.000000   0.002081   0.000058
   32.000000    0.033055    0.008081    0.000001   0.000000   0.002081   0.000058
   33.000000    0.033055    0.008081    0.000001   0.000000   0.002081   0.000058
