,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093119,2.08448771925e-22,6.27109469052e-20,8.7288165219e-16,3.2664424355e-31,700.0,700.0,0.9
1,0.7,0.0476422387957,0.0476422387957,2.60446194416e-22,7.08097828056e-20,1.00170083908e-15,4.08126341473e-31,700.0,700.0,0.5
2,0.800000000001,0.0527365757071,0.0527365757071,3.1560403877e-22,7.84049375144e-20,1.12666712227e-15,4.94561216751e-31,700.0,700.0,0.02
3,0.900000000002,0.0575203724875,0.0575203724875,3.73620945271e-22,8.55427424151e-20,1.24803592117e-15,5.85476642837e-31,700.0,700.0,0.02
4,0.999999999997,0.0620211841062,0.0620211841062,4.34200699671e-22,9.22626417997e-20,1.3658899798e-15,6.80408451034e-31,700.0,700.0,0.24
5,1.1,0.0662633991613,0.0662633991613,4.97286871061e-22,9.86054998769e-20,1.48091622532e-15,7.7926823012e-31,700.0,700.0,0.4
6,1.2,0.0702686819927,0.0702686819927,5.62561072967e-22,1.04598780926e-19,1.59283806317e-15,8.81557058419e-31,700.0,700.0,0.7
7,1.3,0.0740563427297,0.0740563427297,6.29907669762e-22,1.10272730156e-19,1.70197461282e-15,9.8709373055e-31,700.0,700.0,13.11
8,1.4,0.0776436486167,0.0776436486167,6.96984718931e-22,1.15599620635e-19,1.80276766404e-15,1.09220821062e-30,700.0,700.0,8.59
9,1.6,0.0842775898859,0.0842775898859,8.43175869941e-22,1.25622215205e-19,2.01425831881e-15,1.32130118713e-30,700.0,700.0,2.67
10,1.8,0.0902768488471,0.0902768488471,9.93729243876e-22,1.34664269294e-19,2.21118313924e-15,1.55723119391e-30,700.0,700.0,0.28
11,2.0,0.0957283493814,0.0957283493814,1.15022553399e-21,1.42908255653e-19,2.40014037427e-15,1.80247542827e-30,700.0,700.0,15.36
12,2.19999999999,0.100703835316,0.100703835316,1.31215179194e-21,1.50460707122e-19,2.58188418492e-15,2.05623010724e-30,700.0,700.0,52.93
13,2.40000000001,0.105263045535,0.105263045535,1.47907920282e-21,1.57410331134e-19,2.75706491534e-15,2.3178232838e-30,700.0,700.0,59.02
14,2.6,0.109456124149,0.109456124149,1.65064478708e-21,1.63831586447e-19,2.92624762618e-15,2.58668617417e-30,700.0,700.0,68.29
