,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.104406033663,0.247462904044,0.0133462347293,4.90762777006e-07,0.666646811988
1,0.7,0.0998153225269,0.275948718637,0.0130139221344,5.27822185592e-07,0.666647192555
2,0.8,0.0955550386681,0.30181103492,0.0128067338672,5.64395177465e-07,0.666647545383
3,0.9,0.091684208775,0.325672875483,0.0126713335017,6.00089087095e-07,0.666647899674
4,1.0,0.0881579477011,0.34782292475,0.0125855172789,6.35014070631e-07,0.666648251541
5,1.1,0.0848440479648,0.368077268584,0.0125523921125,6.69953429758e-07,0.666648560454
6,1.2,0.0818091141147,0.387026521718,0.0125442134222,7.04361838207e-07,0.666648863492
7,1.3,0.0789946853993,0.404696314428,0.0125597785568,7.38551374134e-07,0.666649147673
8,1.4,0.0763780863826,0.421224408019,0.0125939034455,7.72601404099e-07,0.666649413252
9,1.6,0.0716618906503,0.45131599324,0.0127032830175,8.40541330849e-07,0.666649891061
10,1.8,0.0675302190211,0.478079306727,0.0128510292955,9.08606844e-07,0.666650303176
11,2.0,0.0638820523343,0.502109430953,0.0130240882786,9.77109503366e-07,0.666650656651
12,2.2,0.0606379933946,0.523868264349,0.0132140629043,1.04628336801e-06,0.666650958296
13,2.4,0.0576204049753,0.542613262591,0.013451433244,1.11803955409e-06,0.666651163658
14,2.6,0.0551217932385,0.56195135717,0.0136240667831,1.1873345361e-06,0.666651430031
