,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.896878931196,0.481573475566,0.00832767850958,0.0101906673092,0.642309440039
1,0.7,0.892402991306,0.554491555941,0.00659993674628,0.00989315133046,0.642594579959
2,0.8,0.887967759069,0.626736537196,0.00525591412304,0.00965003531905,0.642775467181
3,0.9,0.883402583518,0.698263665708,0.00418521126491,0.00944403461329,0.642881156952
4,1.0,0.878464200683,0.768890731554,0.00331700953125,0.00926190018071,0.642931351848
5,1.1,0.872728815731,0.838190995273,0.00260433822891,0.00908930602871,0.642944449705
6,1.2,0.865277067809,0.905148094111,0.00201702711379,0.00890061948941,0.642952680792
7,1.3,0.853309783929,0.966634400123,0.00154734633016,0.00861360874227,0.643071251837
8,1.4,0.819030351903,0.999962396935,0.00156707542542,0.0079958311348,0.643390441789
9,1.6,0.725631927915,0.999999999963,0.00280277987413,0.011592726208,0.637768860922
10,1.8,0.652575301013,0.999999999993,0.00332827503287,0.015212809412,0.63209920576
11,2.0,0.594124857004,0.999999999997,0.0035238626629,0.0188205973437,0.626347931378
12,2.2,0.545965201385,0.999999999998,0.00358043009875,0.0221610272975,0.620877524528
13,2.4,0.505444662153,0.999999999999,0.00357331797808,0.025095272968,0.615833327428
14,2.6,0.470864335966,0.999999999999,0.00353274567268,0.0276971208796,0.611150806176
