,Species,H2+CO Selec,Normalized H2+CO Selec,Normalized2 H2+CO Selec,CO Yield,H2 Yield
0,[Pt],0.790696907252,2.38104584933,3.15291590069,1.41160651263,2.56595418694
1,[Pt],0.211372950876,0.633250913955,0.843285343688,0.379217968302,0.682529446448
2,O=[Pt],0.790760608074,2.38103017476,3.15296253415,1.41152929924,2.56603106651
3,C[Pt],0.790727359107,2.38105881753,3.15295849313,1.41151614317,2.56605284511
4,O[Pt],2.54690011944e-06,7.35564041028e-06,9.90254035219e-06,5.02239002794e-06,7.6493611559e-06
5,O.[Pt],0.790724558721,2.38108504277,3.15298177729,1.41153732039,2.56607307815
6,O=C=O.[Pt],0.406565646671,1.22273208508,1.62432652315,0.72869299197,1.31711909814
7,O=C=[Pt],0.406565064975,1.2227888942,1.62438252671,0.728568417448,1.31725666618
8,C~[Pt],0.989705058362,2.96924552098,3.92956380623,1.7597369763,3.20327100962
9,C=[Pt],0.406589900181,1.22278159971,1.6243997934,0.728735403844,1.31717643233
10,C#[Pt],0.425590488226,1.27802488454,1.69817622042,0.762225596735,1.37729362115
11,C.[Pt],0.790706997847,2.38099711456,3.15287740161,1.41147985482,2.56598639518
12,[H][H].[Pt],1.01173499838,3.04541241339,4.02633590854,1.8011845304,3.28375553039
13,[C-]#[O+].[Pt],0.79072735323,2.38105877649,3.15295844668,1.41151616019,2.5660527966
14,O=C[Pt],0.42187688822,1.26749966217,1.68402926226,0.755732030311,1.36576222656
