,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,7.42019946387e-05,8.14699209263e-05,0.00201354405197,0.0137179131269,0.48069482717
1,0.7,6.94573260628e-05,8.8294715326e-05,0.00215167943472,0.015278141912,0.47912797279
2,0.8,6.53299693662e-05,9.41932572492e-05,0.00226800881504,0.0168265834005,0.477543829051
3,0.9,6.17068099743e-05,9.93345357128e-05,0.00236659345721,0.0183664241625,0.475945141163
4,1.0,5.85011628528e-05,0.000103849313822,0.00245056620578,0.0198999022438,0.474334120689
5,1.1,5.56453659711e-05,0.000107840436773,0.00252238350356,0.0214285921538,0.472712608869
6,1.2,5.30857627981e-05,0.000111389930192,0.0025839986254,0.0229535955454,0.471082177273
7,1.3,5.0779213645e-05,0.000114564015036,0.00263698383942,0.0244756718537,0.469444193588
8,1.4,4.86906105687e-05,0.000117416724796,0.00268261832896,0.0259953301875,0.46779986543
9,1.6,4.50566235219e-05,0.000122328533627,0.00275585801121,0.029028550259,0.464496389313
10,1.8,4.2005730493e-05,0.000126399747937,0.00281017062289,0.032054396471,0.461179211356
11,2.0,3.94113359892e-05,0.000129824855602,0.00285010497576,0.0350727315331,0.457854550277
12,2.2,3.71809052095e-05,0.000132745142117,0.00287894781616,0.0380827146516,0.45452768043
13,2.4,3.52452055701e-05,0.000135265389805,0.00289912374679,0.0410831350561,0.451203126237
14,2.6,3.35513994299e-05,0.00013746469421,0.00291245323576,0.0440726104644,0.447884796775
