,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093119,2.70380488966e-28,6.27415302716e-20,4.92727049323e-18,4.75697964307e-42,700.0,700.0,0.9
1,0.7,0.0476422387957,0.0476422387957,9.9710425489e-31,7.080978122e-20,5.63421318834e-18,1.74716835928e-44,700.0,700.0,0.5
2,0.800000000001,0.0527365757071,0.0527365757071,1.19484147149e-30,7.84049106434e-20,6.33707239484e-18,3.00868581484e-44,700.0,700.0,0.02
3,0.900000000002,0.0575203724875,0.0575203724875,3.65362712744e-28,8.80837941092e-20,7.09165798647e-18,6.42842895836e-42,700.0,700.0,0.02
4,0.999999999997,0.0620211841062,0.0620211841062,1.61191633353e-30,9.2264190625e-20,7.68345647028e-18,3.19447912804e-44,700.0,700.0,0.24
5,1.1,0.0662633991613,0.0662633991613,2.19575701097e-30,1.00813385049e-19,8.40298858245e-18,3.67498119322e-44,700.0,700.0,0.4
6,1.2,0.0702686819927,0.0702686819927,2.05377732106e-30,1.04598756643e-19,8.95894332687e-18,3.44779792687e-44,700.0,700.0,0.7
7,1.3,0.0740563427297,0.0740563427297,2.75831073311e-30,1.11899782344e-19,9.64342393877e-18,5.28337660229e-44,700.0,700.0,0.26
8,1.4,0.0776436486167,0.0776436486167,5.87347551651e-30,3.08980838154e-19,1.03711569392e-17,1.16836796019e-43,700.0,700.0,8.59
9,1.6,0.0842775898859,0.0842775898859,2.9942588889e-30,1.25622174562e-19,1.13291723495e-17,3.81528742269e-44,700.0,700.0,27.38
10,1.8,0.0902768488471,0.0902768488471,3.48431373476e-30,1.92196239094e-19,1.26212377324e-17,7.46123984507e-44,700.0,700.0,0.28
11,2.0,0.0957283493814,0.0957283493814,3.99026720166e-30,1.56391248198e-19,1.36368205357e-17,9.51911555157e-44,700.0,700.0,10.68
12,2.19999999999,0.100703835316,0.100703835316,4.51223497805e-30,1.50460590639e-19,1.45214743936e-17,1.11185248751e-43,700.0,700.0,0.04
13,2.40000000001,0.105263045535,0.105263045535,5.04054654801e-30,1.57410174306e-19,1.55066368308e-17,6.45096613199e-44,700.0,700.0,10.0
14,2.6,0.109456124149,0.109456124149,5.87447596726e-30,1.65250085421e-19,1.6535858043e-17,1.07387903378e-43,700.0,700.0,1.12
