,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422060996139,2.74434023056e-16,6.54113855755e-20,4.84865091188e-09,2.12457656481e-22,700.000048399,700.000048399,70.0
1,0.7,0.0476422387957,0.0476422276579,3.18315209965e-16,7.52703908066e-20,5.56845557621e-09,2.65370167865e-22,700.00005397,700.00005397,69.99
2,0.800000000001,0.0527365757071,0.0527365631721,3.61597841307e-16,8.53234399569e-20,6.26694837032e-09,3.21268291507e-22,700.000059127,700.000059127,70.0
3,0.900000000002,0.0575203724875,0.0575203585952,4.04307393964e-16,9.57755953636e-20,6.94553026391e-09,3.79813369412e-22,700.000063927,700.000063927,70.0
4,0.999999999997,0.0620211841062,0.0620211688938,4.46471095359e-16,1.06799379422e-19,7.60547628681e-09,4.40732751745e-22,700.000068422,700.000068422,70.0
5,1.1,0.0662633991613,0.0662633826639,4.88116440863e-16,1.1864869773e-19,8.24794684906e-09,5.03803162801e-22,700.000072652,700.000072652,70.0
6,1.2,0.0702686819927,0.0702686642429,5.29270359632e-16,1.31525075224e-19,8.87399941979e-09,5.68839139225e-22,700.000076648,700.000076648,70.0
7,1.3,0.0740563427297,0.0740563237585,5.69958854219e-16,1.45674391469e-19,9.48460019028e-09,6.35685008414e-22,700.000080439,700.000080439,70.0
8,1.4,0.0776436486167,0.0776436284533,6.10206658552e-16,1.6134080014e-19,1.00806323165e-08,7.04208675984e-22,700.000084046,700.000084046,70.0
9,1.6,0.0842775898859,0.0842775674191,6.89472873756e-16,1.98295230864e-19,1.12321680672e-08,8.45853688079e-22,700.000090787,700.000090787,70.0
10,1.8,0.0902768488471,0.0902768241755,7.67241001091e-16,2.44636002553e-19,1.23343405711e-08,9.93043423975e-22,700.000096992,700.000096992,70.0
11,2.0,0.0957283493814,0.0957283225941,8.43662851681e-16,3.0285410868e-19,1.33920287242e-08,1.14522335361e-21,700.000102755,700.000102755,70.0
12,2.19999999999,0.100703835316,0.100703806493,9.18872104027e-16,3.75676685982e-19,1.44094174261e-08,1.30196423781e-21,700.000108146,700.000108146,70.0
13,2.40000000001,0.105263045535,0.105263014751,9.92986269877e-16,4.66098904096e-19,1.53901195971e-08,1.46292777156e-21,700.000113217,700.000113217,70.0
14,2.6,0.109456124149,0.10945609147,1.06610897144e-15,5.77367711829e-19,1.633727713e-08,1.62784363616e-21,700.000118014,700.000118014,70.0
