,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.105710752807,0.250606911314,0.0131443427434,4.85168477779e-07,0.666647120731
1,0.7,0.101072689921,0.279479004695,0.0128160842138,5.21851052086e-07,0.66664750171
2,0.8,0.0968293137938,0.305904665478,0.0126006581815,5.5771648878e-07,0.666647877081
3,0.9,0.0929347604997,0.330192561519,0.0124626381349,5.929199888e-07,0.666648239822
4,1.0,0.0893495440721,0.352603540411,0.012379913545,6.27604994127e-07,0.666648585903
5,1.1,0.0860396049912,0.373359149978,0.0123379358692,6.61897813935e-07,0.666648913221
6,1.2,0.0829754772631,0.392648473605,0.0123267262841,6.95907097993e-07,0.666649220905
7,1.3,0.080131587479,0.41063366506,0.0123392063108,7.29725279585e-07,0.666649508859
8,1.4,0.0774856616457,0.427454410731,0.0123702144088,7.63430586835e-07,0.666649777474
9,1.6,0.0727122278813,0.458070176991,0.0124733273032,8.3075758115e-07,0.666650259571
10,1.8,0.0685261493668,0.485286726733,0.0126148308827,8.98307531257e-07,0.666650674133
11,2.0,0.0648269184822,0.509710009837,0.0127817223798,9.66387955763e-07,0.66665102869
12,2.2,0.0615352530485,0.531810941077,0.0129656350802,1.03523049823e-06,0.666651330392
13,2.4,0.0585878830084,0.551960312263,0.0131609761133,1.10501533913e-06,0.666651585654
14,2.6,0.0559337717657,0.570453585689,0.0133638938438,1.17588784283e-06,0.666651800083
