,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.529691935701,0.999999999997,0.21554266487,0.00891119331068,0.653206177731
1,0.7,0.461553646797,0.999999999998,0.218988174913,0.00982372531462,0.651735999768
2,0.8,0.409186266782,0.999999999998,0.219798799749,0.0106062256396,0.650409529995
3,0.9,0.367820835176,0.999999999998,0.219445664319,0.0113092149204,0.649176788373
4,1.0,0.334304856191,0.999999999998,0.21840431543,0.0119568137676,0.648013692173
5,1.1,0.306547374902,0.999999999998,0.216852094504,0.0125616939108,0.646908836963
6,1.2,0.283141204738,0.999999999998,0.214905045116,0.013132641499,0.645855175668
7,1.3,0.263115643654,0.999999999999,0.212674928891,0.0136764844664,0.644847219813
8,1.4,0.245782160419,0.999999999999,0.210276212172,0.0141982540124,0.643880450176
9,1.6,0.217295891412,0.999999999999,0.205369323717,0.0151889801458,0.642055345318
10,1.8,0.194900945613,0.999999999999,0.200736693055,0.0161231941572,0.640354024024
11,2.0,0.17686070614,0.999999999999,0.196589746988,0.0170112581661,0.638756355216
12,2.2,0.162028852979,0.999999999999,0.192954509847,0.0178600304221,0.637246362695
13,2.4,0.149622050899,0.999999999999,0.189786101115,0.0186746399625,0.635811217679
14,2.6,0.139089509085,0.999999999999,0.18702037147,0.0194591775876,0.634440568942
