,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0420835582477,1.61163297532e-05,1.53517365241e-11,8.60189789515e-05,2.74814444996e-06,703.146294644,703.146294644,70.0
1,0.7,0.0476422387957,0.0474855578747,1.81008008806e-05,2.43434104212e-11,0.000106728907807,3.84128767586e-06,703.779243118,703.779243118,70.0
2,0.800000000001,0.0527365757071,0.0525426888329,1.99214943112e-05,3.65632015852e-11,0.000128948785924,5.13681414048e-06,704.43716865,704.43716865,70.0
3,0.900000000002,0.0575203724875,0.0572863545017,2.15876448421e-05,5.27185145478e-11,0.000152624150797,6.63736908156e-06,705.1195375,705.1195375,70.0
4,0.999999999997,0.0620211841062,0.0617442322558,2.3108756679e-05,7.36321994942e-11,0.000177711682459,8.34375627086e-06,705.825980529,705.825980529,70.0
5,1.1,0.0662633991613,0.0659408099438,2.4494884128e-05,1.00261371498e-10,0.000204177599237,1.02552862988e-05,706.556264479,706.556264479,70.0
6,1.2,0.0702686819927,0.069897831668,2.57566773691e-05,1.33720129603e-10,0.000231996520604,1.23701328488e-05,707.310276579,707.310276579,70.0
7,1.3,0.0740563427297,0.0736346704038,2.69053071241e-05,1.7530497326e-10,0.000261150659794,1.46856853313e-05,708.088017841,708.088017841,70.0
8,1.4,0.0776436486167,0.0771686411558,2.79523308751e-05,2.26525118255e-10,0.000291629259479,1.71988885069e-05,708.889601984,708.889601984,70.0
9,1.6,0.0842775898859,0.0836884958019,2.97887926309e-05,3.65189172734e-10,0.000356549834119,2.28056944539e-05,710.565335138,710.565335138,70.0
10,1.8,0.0902768488471,0.0895638595486,3.13604792801e-05,5.67542996493e-10,0.000426801870989,2.91687104181e-05,712.340791083,712.340791083,70.0
11,2.0,0.0957283493814,0.0948815856063,3.27591395506e-05,8.57839099044e-10,0.000502530611029,3.62766756675e-05,714.221444345,714.221444345,70.0
12,2.19999999999,0.100703835316,0.0997131587036,3.40714483597e-05,1.26919535754e-09,0.000583987131335,4.41353570097e-05,716.215225077,716.215225077,70.0
13,2.40000000001,0.105263045535,0.104117862387,3.53783885833e-05,1.8470775532e-09,0.000671538518419,5.27727836761e-05,718.332897599,718.332897599,70.0
14,2.6,0.109456124149,0.108145170454,3.67562963075e-05,2.65431352767e-09,0.000765684807972,6.2243973461e-05,720.588564708,720.588564708,70.0
