,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO Yield,H2 Selectivity,H2 Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],-0.203828715138,-0.288625978676,0.478813622884,-0.563843591779,0.129064605721,9.67199473339,0.0846247739494,-0.160615193293,-0.0761263395876,0.0142023516427,-0.00081993696461,0.0
1,[Pt],0.000329138832889,0.00121093745836,0.000526875928461,0.000354930245347,-0.000561875901269,9.89187214214,-0.000881801527806,0.00068024086979,-0.000201566656387,0.000279950077734,-8.85125061777e-06,0.0
2,O=[Pt],-0.203836004514,-0.288634745451,0.478932529838,-0.563964074626,0.129041548019,9.67201262344,0.0846262421856,-0.160619842658,-0.076129527009,0.0142019336061,-0.000820082941777,0.0
3,C[Pt],-0.20326674508,-0.288642522043,0.476231665952,-0.561840016094,0.129051838603,9.67186456574,0.0852025884353,-0.160638011685,-0.0755722909935,0.0138212730233,-0.000813402354208,0.0
4,O[Pt],-0.203410763423,-0.287012339209,0.479790839678,-0.56362300452,0.128267329439,9.67345252483,0.0834318663898,-0.159679437509,-0.0763807946544,0.014623050152,-0.000820093064235,0.0
5,O.[Pt],-0.202502582719,-0.28575964355,0.477759186301,-0.561244954551,0.12766460344,9.67443223729,0.0830888038573,-0.158965405586,-0.076008684183,0.0145669115371,-0.000813465435749,0.0
6,O=C=O.[Pt],0.000303957188457,0.00111717832317,0.000591738319585,0.000221490099126,-0.00054748283325,9.89181329907,-0.000813223606555,0.000651436928747,-0.000161791975449,0.000287645522159,-1.49135470613e-08,0.0
7,O=C=[Pt],0.000320300128422,0.00120317608472,0.000640386228221,0.000242498209784,-0.000581495771749,9.89188853035,-0.000882878784168,0.000675047878504,-0.000207836865518,0.000279316107059,-1.01844572644e-05,0.0
8,C~[Pt],-0.202502059511,-0.285758996049,0.477758202649,-0.561243845883,0.127664205421,9.67443277944,0.0830886802489,-0.158965021831,-0.076008423521,0.0145668816128,-0.000813402577535,0.0
9,C=[Pt],-0.203840307106,-0.288640543171,0.478937076066,-0.563970120283,0.12904578437,9.67200690425,0.0846277306385,-0.160623187035,-0.076131388155,0.0142022369765,-0.000820108168056,0.0
10,C#[Pt],-0.203840338851,-0.28864061625,0.478937102509,-0.56397018817,0.129045817556,9.67200684365,0.0846277718625,-0.160623227842,-0.0761313878384,0.0142022304246,-0.000820108308246,0.0
11,C.[Pt],-0.204227765072,-0.289969538349,0.47838668907,-0.564363051972,0.12968822776,9.67082771829,0.0855670216604,-0.161392121716,-0.0759631984869,0.0138831521926,-0.000818828269509,0.0
12,[H][H].[Pt],-0.203840466392,-0.288640871997,0.478937392528,-0.563970606884,0.129045900922,9.67200664677,0.0846278996991,-0.160623342876,-0.0761313753379,0.0142022514731,-0.000820089038681,0.0
13,[C-]#[O+].[Pt],-0.203840317437,-0.28864054214,0.478937119579,-0.563970152432,0.129045785678,9.67200690751,0.0846277192918,-0.160623187729,-0.0761314001777,0.0142022416379,-0.000820108476447,0.0
14,O=C[Pt],-0.203412902566,-0.287015312893,0.479796475578,-0.563629480175,0.128268517869,9.67345042588,0.0834326974554,-0.159681097834,-0.0763816266254,0.0146231887909,-0.000820108510772,0.0
