,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],5.74413228905e-08,5.12518705575e-07,4.7508461815e-07,-2.00072403496e-08,-3.61715292335e-07,8.16792669152e-07,-4.55077372028e-07,4.56454049282e-07,1.37667475154e-09,9.68226858222e-08,1.12857624192e-09,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.270169974871,0.216257274349,-0.470892466488,0.417088274038,-0.155481422494,0.101506722773,0.0540587510357,-0.0127568731539,0.0412949816756,-0.000224507257648,0.00678183604479,0.082850041425
2,[H][H] + 2 [Pt] <=> 2 [Pt],-0.111040164499,-0.0804078657341,0.185199475922,-0.154544485651,0.0686671150031,-0.0380477816802,-0.0305983223378,0.013105810611,-0.0174965218849,-0.000116070771017,-0.00211724295618,0.0
3,[H] + [Pt] <=> [Pt],-0.111900107069,-0.0810340181211,0.186691197835,-0.155802049607,0.0691660723242,-0.0383131589584,-0.0308315883671,0.0131899977431,-0.0176456573098,-0.000118687080122,-0.00207152884726,0.0
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],-0.110812449987,-0.0802603711131,0.185179842544,-0.154605068035,0.0683205073668,-0.0377813962948,-0.0305182608414,0.0130217121755,-0.017500522666,-0.000118187298855,-0.00208079286135,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],-0.109211086375,-0.079476551053,0.183842225786,-0.15408552345,0.0665684444257,-0.0368465748624,-0.0297020973392,0.0124029285966,-0.0173028526725,-0.000112572565582,-0.00168620227183,0.0
6,[OH] + [Pt] <=> O[Pt],-0.00431615723217,-0.00342147857621,0.0116886740041,-0.0107939293907,0.000103658328156,0.000790982641092,-0.000894640041885,-0.000305981974702,-0.00120061927914,-3.29605734973e-05,-0.000322912176662,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],-0.121501809371,-0.0883109163557,0.20628590679,-0.173066907326,0.0730579836732,-0.0398831500836,-0.0331506144191,0.0135716862675,-0.019583427249,-0.000147972612194,-0.00257018629444,0.0
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],0.0061564622163,-0.016445233752,0.161012812015,-0.183652293401,-0.101673421522,0.0790933153353,0.0226030875189,-0.0404635066829,-0.0178695651658,-0.00175224174426,-0.00377069844168,-0.16570008285
9,CC + 2 [Pt] <=> 2 C[Pt],-0.111187079285,-0.0805263310872,0.1858261555,-0.15514254782,0.0685399024149,-0.0378922156377,-0.0306266952701,0.0130656935434,-0.0175650033169,-0.000118407441563,-0.00209487751557,0.0
10,[CH3] + [Pt] <=> C[Pt],-0.138427814671,-0.100740146757,0.236904659782,-0.199179929547,0.0821602448666,-0.0444937535733,-0.0376355698169,0.0151133207589,-0.0225279370424,-0.000134102276483,-0.00281889042689,0.0
11,CO + 2 [Pt] <=> C[Pt] + O[Pt],-3.2557529459e-06,-1.99491157731e-06,6.53294233602e-06,-5.27210093283e-06,1.38323679692e-06,-1.22395465407e-07,-1.26084132441e-06,6.74942313899e-07,-5.85899018275e-07,8.85453277728e-08,-9.16284887435e-08,0.0
12,C=[Pt] + [Pt] <=> C[Pt] + [Pt],-1.01763733219e-06,-1.11275062613e-07,2.71652182444e-06,-1.81015954793e-06,4.69309529357e-08,8.59431312673e-07,-9.06362249491e-07,6.8858637774e-07,-2.17775884448e-07,1.15143450274e-07,2.9129503634e-08,0.0
13,C=[Pt] + O[Pt] <=> C[Pt] + O=[Pt],0.0904580115932,0.037765176542,-0.161030321487,0.108374706655,-0.050134498297,-0.0025796035941,0.0527405430978,-0.0308969504935,0.0218272973848,0.00114467565301,0.00527090040646,0.0
14,C#[Pt] + [Pt] <=> C=[Pt] + [Pt],0.0904579948102,0.037765166932,-0.161030290183,0.108374682512,-0.0501344898107,-0.00257960490008,0.0527405359094,-0.0308969405789,0.0218273001185,0.00114468026334,0.00527090019987,0.0
15,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],0.0899168163484,0.037241711122,-0.16098341026,0.108345773127,-0.049310879702,-0.00338563399406,0.0527225116304,-0.0308587880811,0.0218474540211,0.00115824637794,0.00527090135528,0.0
16,2 C=[Pt] <=> C[Pt] + C#[Pt],-0.11079519754,-0.0802374801716,0.185129744872,-0.154549337702,0.0683220219816,-0.0377772690817,-0.0305238983553,0.0130299796731,-0.0174978959399,-0.000118388766987,-0.00208337764056,0.0
17,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],5.75198999763e-08,5.35054644581e-07,4.86748948467e-07,-9.21420820663e-09,-3.6850352569e-07,8.46038272101e-07,-4.7753473136e-07,4.76850547315e-07,-6.84187686486e-10,9.86873860387e-08,9.8500642851e-11,0.0
18,C~[Pt] + [H][H] <=> C=[Pt],-0.111545771739,-0.0809625524876,0.185197791899,-0.154592072586,0.0694625776553,-0.0388922144587,-0.0305491429745,0.0130828641716,-0.0174702755058,-9.96222080348e-05,-0.00208337887834,0.0
19,C~[Pt] + O[Pt] <=> C#[Pt] + O=[Pt],7.62951663583e-08,6.2442658338e-07,5.4682355365e-07,1.30787530441e-09,-4.32331908964e-07,9.80463328502e-07,-5.48131418329e-07,5.4949943888e-07,1.36802104811e-09,1.14535577661e-07,6.28263365003e-10,0.0
20,C[Pt] + C~[Pt] <=> C=[Pt] + C#[Pt],-0.110795205672,-0.0802375139929,0.185129721501,-0.154549340049,0.0683220481131,-0.0377773208865,-0.0305238726916,0.0130299520781,-0.0174978978595,-0.000118395311956,-0.00208337818063,0.0
21,C=[Pt] + C~[Pt] <=> 2 C#[Pt],-0.110795207822,-0.0802375595236,0.185129675951,-0.154549337926,0.0683220775175,-0.0377773936454,-0.0305238293578,0.013029910088,-0.0174978964974,-0.000118403113561,-0.00208337784556,0.0
22,[C-]#[O+] + [Pt] <=> O=C=[Pt],-0.000671625979852,-0.000575544458824,0.00303919993618,-0.00294311614039,-0.000681155302947,0.000777235524204,-9.60808757154e-05,-0.000235195093092,-0.000331275742828,-1.35183313682e-05,-5.7072491706e-05,0.0
23,C~[Pt] + O=[Pt] <=> O=C=[Pt] + [Pt],-0.110885841378,-0.080340312744,0.185269992537,-0.154701768037,0.0683843232502,-0.0378517625497,-0.030511695484,0.0130148108687,-0.0175008556548,-0.000116971065419,-0.00208286842243,0.0
24,C + O[Pt] + [Pt] <=> C[Pt] + O.[Pt],-0.00201988703925,-0.00164204689333,0.00618280218347,-0.00580494630874,-0.000358713922274,0.000736545081055,-0.000377832514111,-0.000262095377346,-0.000639926901173,-1.93847604937e-05,-0.000132459603467,0.0
25,O + [Pt] <=> O.[Pt],-0.110794614538,-0.0802370895038,0.185128453946,-0.154548239469,0.0683218434714,-0.0377772827014,-0.0305237064111,0.0130298921244,-0.0174977914927,-0.000118408124576,-0.00208336124607,0.0
26,O.[Pt] + O=[Pt] <=> 2 O[Pt],0.0012641310374,0.000961388560443,-0.00231361482847,0.00201087552879,-0.000664478373822,0.000361734081431,0.000302746304083,-8.23918678569e-05,0.000220354186783,1.82088201545e-06,0.000108363281246,0.0
27,O[Pt] + [Pt] <=> O.[Pt] + [Pt],-0.110791893814,-0.0802369390713,0.185128536987,-0.154550893853,0.068317520737,-0.0377755296566,-0.0305211397944,0.0130276913872,-0.017497424607,-0.000118372678227,-0.00208211630414,0.0
28,[H][H] + [Pt] <=> [H][H].[Pt],5.77701253439e-08,5.22359926195e-07,4.75849933354e-07,-1.12601347953e-08,-3.62669259626e-07,8.27259052453e-07,-4.64589790346e-07,4.65476292099e-07,8.86493556537e-10,9.69294936281e-08,8.81066653749e-10,0.0
29,[C-]#[O+] + [Pt] <=> [C-]#[O+].[Pt],-0.110795206197,-0.0802375327375,0.185129709025,-0.154549345809,0.0683220560676,-0.0377773470502,-0.0305238544925,0.013029936452,-0.0174978952793,-0.000118396714428,-0.00208337694818,0.0
30,C=O + 2 [Pt] <=> O=C[Pt] + [Pt],-0.110795196333,-0.0802374697005,0.185129755167,-0.154549338722,0.0683220142019,-0.0377772520444,-0.030523907609,0.0130299891261,-0.0174978957447,-0.000118387540951,-0.00208337742766,0.0
31,[CH]=O + [Pt] <=> O=C[Pt],-0.111314632987,-0.0807394514936,0.185174576962,-0.154576837767,0.0691126356682,-0.0385503431643,-0.0305411846862,0.0130666241223,-0.0174785512657,-0.000105375974184,-0.00208337772844,0.0
32,CC=O + 2 [Pt] <=> C[Pt] + O=C[Pt],-0.110795198185,-0.0802374895169,0.18512973629,-0.154549337829,0.0683220278979,-0.0377772836936,-0.0305238896638,0.0130299711989,-0.017497895719,-0.000118390212755,-0.00208337754792,0.0
33,O=C[Pt] + [Pt] <=> [Pt] + O=C=[Pt],6.23433497547e-08,5.07164162959e-07,4.39464632996e-07,5.3561791072e-09,-3.49065742063e-07,7.93886563877e-07,-4.44820810008e-07,4.44964694086e-07,1.4388315096e-10,9.20392890751e-08,-7.24248045767e-12,0.0
34,O=C[Pt] + O=[Pt] <=> O[Pt] + O=C=[Pt],7.81117060578e-08,7.06414554267e-07,6.38511115179e-07,-1.02082522311e-08,-4.87574698631e-07,1.11587754775e-06,-6.28302846244e-07,6.28149676296e-07,-1.53177364727e-10,1.29893202066e-07,3.6379648323e-10,0.0
35,C=[Pt] + O=C[Pt] <=> C[Pt] + O=C=[Pt],-0.110795214873,-0.0802376145524,0.185129632,-0.154549342004,0.0683221137112,-0.0377774777867,-0.0305237814318,0.0130298628176,-0.0174978958211,-0.000118412005944,-0.00208337743509,0.0
36,O=C[Pt] + C#[Pt] <=> C=[Pt] + O=C=[Pt],-0.110795214711,-0.080237619889,0.185129625019,-0.154549340529,0.0683221174436,-0.0377774870152,-0.0305237759384,0.0130298572977,-0.0174978958451,-0.000118411802508,-0.00208337750506,0.0
37,O=C[Pt] + C~[Pt] <=> C#[Pt] + O=C=[Pt],-0.110795197396,-0.0802374764468,0.185129750125,-0.15454933937,0.0683220187527,-0.0377772622753,-0.0305239019315,0.0130299834827,-0.0174978957081,-0.000118388722193,-0.0020833774565,0.0
38,O=C=O + [Pt] <=> O=C=O.[Pt],0.0904902762748,0.0377923434832,-0.161162158777,0.108501502338,-0.0501098693127,-0.00260936239203,0.0527456624873,-0.0308878738699,0.0218414966037,0.0011452195996,0.00527323604953,0.0
39,O=C=[Pt] + O=[Pt] <=> O=C=O.[Pt] + [Pt],-0.0558357265541,-0.0342912310731,-0.095394049601,0.116905981572,0.142245196483,-0.120682094907,-0.0215324726685,0.0354782069073,0.0139380949037,0.00130177268014,0.00356291370942,0.0
40,O=C=O.[Pt] + [Pt] <=> O[Pt] + O=C=[Pt],0.00126733571731,0.00107511031511,-0.00532656916471,0.00513435156547,0.0010520237331,-0.00124425359374,0.000192227838378,0.000383170983819,0.000575399558762,2.28387175655e-05,9.42659014975e-05,0.0
