,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],7.10958441162e-09,2.12732479132e-07,1.3459402372e-07,7.10288666004e-08,-1.46243403346e-07,3.51866305809e-07,-2.05622895236e-07,2.18432813947e-07,1.28099175583e-08,2.92279401902e-08,-1.73315883838e-10,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.0130962586545,0.0120874306817,-0.0228047467764,0.0217960167584,-0.00356383256629,0.0025549084151,0.00100896010885,0.00306217903913,0.00407117004415,0.00054684842249,0.00277296436683,0.0
2,[H][H] + 2 [Pt] <=> 2 [Pt],-2.4647249407e-05,-2.72777375281e-05,-0.000166958596079,0.000164328112996,0.000212778350497,-0.000215408843573,2.63048746729e-06,2.80913880692e-05,3.07218762879e-05,-1.92256591428e-06,-2.51679003557e-05,0.0
3,[H] + [Pt] <=> [Pt],-0.047324010267,-0.044602313707,0.048990261401,-0.0462685195122,0.0456879763574,-0.0429663243042,-0.00272040915329,-0.00591729655288,-0.00863754473149,-0.00214750755281,-1.31608493277e-05,0.0
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],-3.39985060818e-05,-3.31498407561e-05,-2.29791265587e-05,2.38277913874e-05,8.99428575904e-05,-8.90941917812e-05,-8.48665043756e-07,5.31073254732e-06,4.46206746974e-06,-1.76932475997e-06,9.62382865349e-07,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],-0.00144152284561,-0.00140806228696,-0.00075705135505,0.000790511178045,0.00360022621984,-0.00356676493888,-3.34600763147e-05,0.000181579020673,0.00014811888361,-7.50997609531e-05,0.000208203137097,0.0
6,[OH] + [Pt] <=> O[Pt],0.0180047860243,0.00685541525476,-0.0187622104612,0.00761292415492,-0.0172610973704,0.00611164366937,0.0111513785514,-0.00605509483421,0.00509560849061,0.00142624770845,0.0011826773551,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],-0.0713631596664,-0.0676981788941,0.0771625871567,-0.0734973939881,0.0656689039583,-0.0620041317305,-0.0036623671914,-0.0098010659835,-0.0134630742239,-0.00314647176616,-0.000465484581594,0.0832639467111
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],-0.117389528233,-0.146256196504,0.235891642675,-0.264792478449,0.00103643256865,-0.029869552959,0.0288328215576,-0.0645452515941,-0.0357310402537,-0.00247118207334,-0.0019634125693,-0.0832639467111
9,CC + 2 [Pt] <=> 2 C[Pt],0.0197650239056,0.00851425606637,-0.0223874369707,0.0111369642314,-0.0171901679237,0.00593911033614,0.0112529919957,-0.00549842746296,0.00575394579519,0.00150404184278,0.00133302434538,0.0
10,[CH3] + [Pt] <=> C[Pt],-0.00449903509159,-0.00371847273814,0.00589584564768,-0.00511527239174,0.00312755549377,-0.0023470038451,-0.000780527237256,-0.000174550845821,-0.000955076720652,-0.000127065371506,-5.66050515076e-05,0.0
11,CO + 2 [Pt] <=> C[Pt] + O[Pt],-2.01659382912e-06,-7.88032185206e-07,3.069582654e-06,-1.84102098797e-06,9.82700804915e-07,2.45860839794e-07,-1.22856162561e-06,9.25210849042e-07,-3.03350787152e-07,6.07738165483e-08,-5.43531084452e-08,0.0
12,C=[Pt] + [Pt] <=> C[Pt] + [Pt],3.61670236511e-07,6.44585180842e-07,-2.27911904827e-07,5.1082685386e-07,-4.93002880116e-07,7.75917842335e-07,-2.82914950981e-07,3.75231968331e-07,9.23170150922e-08,5.6157875942e-08,3.94657781428e-08,0.0
13,C=[Pt] + O[Pt] <=> C[Pt] + O=[Pt],-8.00794065523e-08,1.31299773383e-07,2.22732034805e-07,-1.13528513356e-08,-5.99862221607e-08,2.7136542455e-07,-2.11379186043e-07,2.08281283069e-07,-3.09790538266e-09,2.5067248765e-08,4.3591756514e-10,0.0
14,C#[Pt] + [Pt] <=> C=[Pt] + [Pt],-5.17110195378e-08,1.9198926927e-07,2.17220955454e-07,2.64793361155e-08,-1.10797417529e-07,3.54497714877e-07,-2.43700289038e-07,2.47875356325e-07,4.17508018062e-09,3.14067946424e-08,-5.44709252458e-10,0.0
15,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],-4.15539626927e-08,1.06395678239e-07,1.36558758717e-07,1.13908991579e-08,-5.17279056932e-08,1.99677570587e-07,-1.47949647184e-07,1.50610457572e-07,2.66081704027e-09,1.88542905734e-08,4.58702528385e-10,0.0
16,2 C=[Pt] <=> C[Pt] + C#[Pt],0.0211348190497,-0.011238926067,-0.0282498653198,-0.00412157590311,-0.0141488031189,-0.0182272041109,0.0323805886956,-0.022094604844,0.0102788294884,0.00277437908725,0.00404295192075,0.0832639467111
17,C#[Pt] + [Pt] <=> C~[Pt] + [Pt],-2.89320493258e-08,1.1400350563e-07,1.29080179683e-07,1.38553780888e-08,-6.93998797653e-08,2.12335450051e-07,-1.42935563084e-07,1.46112926785e-07,3.17737443304e-09,1.88757881343e-08,1.39927561772e-10,0.0
18,C~[Pt] + [H][H] <=> C=[Pt],2.48648731826e-08,1.50321300653e-07,5.27751871565e-08,7.26812308077e-08,-1.01096927537e-07,2.26553367763e-07,-1.25456431686e-07,1.38467663923e-07,1.30112368685e-08,1.85300982219e-08,-2.94580308265e-10,0.0
19,C~[Pt] + O[Pt] <=> C#[Pt] + O=[Pt],-6.59798527175e-08,1.73689293235e-07,2.34185678729e-07,5.48347049168e-09,-9.91755848669e-08,3.38844750116e-07,-2.39669150344e-07,2.41975653977e-07,2.30650396225e-09,3.12589703677e-08,4.27520685612e-10,0.0
20,C[Pt] + C~[Pt] <=> C=[Pt] + C#[Pt],-2.42450904446e-08,1.41164630029e-07,1.39441982032e-07,2.59677533477e-08,-8.886269276e-08,2.54272427944e-07,-1.65409724501e-07,1.70567002971e-07,5.15728269677e-09,2.21921865078e-08,8.07356902079e-11,0.0
