,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],2.70238354871e-06,-1.98610223637e-06,-7.57797279503e-05,7.10912455872e-05,3.90896769506e-05,-4.37781646806e-05,4.68848591254e-06,1.36786448506e-05,1.83671314031e-05,1.48028313064e-06,1.47844039268e-07,0.0
1,[Pt],4.69211386999e-07,-1.27109138847e-07,-7.31948389655e-07,1.35627838052e-07,-3.18955225752e-07,-2.77365290123e-07,5.9632053394e-07,-7.01920206069e-07,-1.0559968396e-07,-2.38613170197e-07,1.37290789992e-08,0.0
2,O=[Pt],1.47639479708e-05,1.77113422981e-05,-1.94059094573e-05,2.23533036327e-05,-1.21092656211e-05,1.50566600377e-05,-2.94739477039e-06,2.24023272641e-06,-7.07162115535e-07,-1.05975116187e-06,-1.14514273451e-08,0.0
3,C[Pt],9.47644333787e-08,-6.20660333171e-07,-6.90700004188e-07,-2.47247624753e-08,2.46044002299e-07,-9.61468768783e-07,7.15424771877e-07,-7.13628191592e-07,1.7965769817e-09,-2.20539691782e-07,-1.90622877913e-10,0.0
4,O[Pt],5.44665336553e-06,5.95908962019e-06,-9.83975986178e-06,1.03521960858e-05,-2.93428821997e-06,3.44672449943e-06,-5.12436282334e-07,8.38587265915e-07,3.26150967159e-07,-4.69308090618e-07,2.8600625729e-08,0.0
5,O.[Pt],-3.76831213271e-06,-5.16274334125e-06,5.7982893707e-06,-7.1927206157e-06,2.60739240166e-06,-4.00182356998e-06,1.39443115543e-06,-1.70192836061e-06,-3.07497233668e-07,-6.72787317065e-08,-9.11103877172e-08,0.0
6,O=C=O.[Pt],5.67731155189e-07,1.29987607593e-07,-7.98692542313e-07,3.60948990401e-07,-4.35647088967e-07,-2.09643680011e-09,4.37743545148e-07,-5.85522385117e-07,-1.47778845713e-07,-2.35447363073e-07,-8.07576739649e-09,0.0
7,O=C=[Pt],-0.00669157307729,-0.0073948052304,-4.631561674e-05,-0.000656869156544,0.0105448911507,-0.0112481503997,0.000703185098965,-0.000239672741435,0.000463510672176,0.00040770090294,-8.37209280816e-07,0.0
8,C~[Pt],-3.91664104918e-09,-7.36841767649e-07,-5.35527415907e-07,-1.973976964e-07,3.12418269234e-07,-1.04534337735e-06,7.3292511999e-07,-7.3874608461e-07,-5.82096827884e-09,-2.18002966197e-07,-9.74286160264e-10,0.0
9,C=[Pt],1.62581863607e-07,-5.07202469989e-07,-7.75932627328e-07,1.06148295719e-07,1.88186134808e-07,-8.57970459699e-07,6.69784333208e-07,-6.62193731384e-07,7.59058552763e-09,-2.12072307795e-07,7.22687043907e-10,0.0
10,C#[Pt],8.5720880773e-08,-5.68517325093e-07,-6.27125010011e-07,-2.71132020872e-08,2.2390166744e-07,-8.78139877041e-07,6.54238210778e-07,-6.50575927474e-07,3.66227844797e-09,-1.99686672121e-07,6.81228331206e-10,0.0
11,C.[Pt],-0.000102322050454,-0.000131205789618,0.000163564357715,-0.000192448114573,6.72983063491e-05,-9.61820353949e-05,2.88837096139e-05,-3.00493482377e-05,-1.16564731645e-06,5.56410164416e-06,7.28957888998e-07,0.0
12,[H][H].[Pt],-2.80596873777e-08,-8.46402536814e-07,-4.73418098327e-07,-3.44924756836e-07,3.14848858466e-07,-1.13319170209e-06,8.18342843444e-07,-7.74984615469e-07,4.33582187804e-08,-1.96930756745e-07,2.71693704295e-08,0.0
13,[C-]#[O+].[Pt],9.87189720124e-08,-5.84804036249e-07,-6.74963368102e-07,-8.55964545024e-09,2.30828330616e-07,-9.1435132125e-07,6.83523004122e-07,-6.8129804254e-07,2.22495597488e-09,-2.10306270285e-07,-2.35646552609e-10,0.0
14,O=C[Pt],9.30893229893e-08,-5.72654168753e-07,-6.52882466414e-07,-1.28610087313e-08,2.27049690117e-07,-8.92793155172e-07,6.65743486152e-07,-6.64308555725e-07,1.43492079048e-09,-2.06613914033e-07,-2.64999782851e-10,0.0
