,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],-1.17273691899e-05,-9.0088587162e-05,-7.6865289036e-05,-1.49585951738e-06,5.77675592463e-05,-0.000136128813302,7.83612087943e-05,-7.84634020293e-05,-1.0225470578e-07,-2.40407053856e-05,-1.57758005332e-10,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],-0.522418149083,-0.736440624847,0.853391794495,-1.06811894689,0.350416429742,-0.564072696312,0.212910194268,-0.180129796946,0.0323968826217,0.0278804139896,0.0218576753006,0.0784929356358
2,[H][H] + 2 [Pt] <=> 2 [Pt],-3.92955143574e-05,-0.000146774852634,0.000148694212897,-0.000256173668751,-1.75572426542e-05,-8.99220345203e-05,0.000107479296053,-0.000133668838684,-2.61896862861e-05,-2.35568010732e-05,1.5187147489e-06,0.0
3,[H] + [Pt] <=> [Pt],-0.0079815330951,-0.00763350399348,0.0141413573179,-0.01379330678,0.00478037079155,-0.00443235283002,-0.000348001325763,-0.000731933475095,-0.00107993225371,6.05281911105e-05,-0.000324879350903,0.0
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],4.31917521332e-06,-8.7800677658e-05,-4.06354685659e-05,-5.14843508524e-05,1.45538226242e-05,-0.00010667369288,9.21198568664e-05,-9.61609125845e-05,-4.04114429785e-06,-2.39990516919e-05,3.6529769784e-06,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],0.00266493554169,0.00477214418413,0.000651878783557,0.00145539975294,-0.00438863099173,0.00649580331134,-0.00210726479967,0.00241367288255,0.000306357220418,0.000896105198017,0.000428761327205,0.0
6,[OH] + [Pt] <=> O[Pt],-0.00636179929498,-0.00613218649435,0.0162652443613,-0.0160356088225,0.00121513700808,-0.000985536024082,-0.000229598194047,-0.00166504937001,-0.00189464374112,-1.74327694542e-05,-0.00057166056585,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],-0.0115039981197,-0.0118531227995,0.0203670056422,-0.0207161612614,0.00689803461318,-0.00724714321425,0.000349084521109,-0.00231721508717,-0.0019681386551,-0.000296116162232,-0.000636290352479,0.0
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],-0.140354232579,-0.16279816885,0.354499429394,-0.376991360913,0.0290663927421,-0.0514853866488,0.0224124794074,-0.0552166046595,-0.0328165006622,-0.000180498208667,-0.00297883661599,-0.313971742543
9,CC + 2 [Pt] <=> 2 C[Pt],-0.967276034339,-1.17174906138,1.64453006923,-1.85037463157,0.615317925147,-0.819078187196,0.202514156145,-0.233182617002,-0.0311406886662,0.0343537582317,-0.000408991429684,0.0
10,[CH3] + [Pt] <=> C[Pt],-0.135257815039,-0.103530076284,0.247644890277,-0.215881541809,0.0768520463613,-0.045142813405,-0.0316848824757,-0.000560782009913,-0.0322454868024,-0.000626573379114,-0.00731124090925,0.0
11,CO + 2 [Pt] <=> C[Pt] + O[Pt],-0.966413181184,-1.17111059353,1.64298199112,-1.84905106638,0.614811172459,-0.818795753484,0.202738124386,-0.233196172161,-0.0309308253207,0.0343589975043,-0.000362598270132,0.0
12,C=[Pt] + [Pt] <=> C[Pt] + [Pt],-0.966346154286,-1.17259931056,1.64146369298,-1.84909597337,0.61549834806,-0.821034795547,0.204279112922,-0.2347303776,-0.0309307698105,0.0339133265889,-0.00036309207198,0.0
13,C=[Pt] + O[Pt] <=> C[Pt] + O=[Pt],-1.16921157269e-05,-9.04991659563e-05,-7.7126190802e-05,-1.68078942995e-06,5.78495715959e-05,-0.000136656658194,7.88070410209e-05,-7.87384200441e-05,6.85589301864e-08,-2.40175008569e-05,6.86702921427e-08,0.0
14,C#[Pt] + [Pt] <=> C=[Pt] + [Pt],-0.966327178138,-1.17258307098,1.64142897743,-1.84906398079,0.615487551427,-0.821026742545,0.204281861689,-0.234729271344,-0.0309269189798,0.0339132744348,-0.000362450614399,0.0
15,C#[Pt] + O[Pt] <=> C=[Pt] + O=[Pt],-0.00896271507995,-0.00847445379255,0.0162669024623,-0.0157786055146,0.00516684551277,-0.00467860275747,-0.000488217529832,-0.000849233574013,-0.00133744695773,5.93000832685e-05,-0.000440719100217,0.0
