,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],-4.2422268828e-09,2.3489569456e-09,7.41216481278e-09,-8.20972535521e-10,7.64390310421e-10,5.82680091853e-09,-6.59118316535e-09,7.41356360507e-09,8.22382206308e-10,3.24722124055e-09,3.3342075063e-10,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.168628289221,0.209906591805,-0.160490029035,0.201771696629,-0.177557068016,0.218831678727,-0.0413480270547,0.190015113405,0.14858851885,0.0356035439782,0.0361298869753,0.381056069679
2,[H][H] + 2 [Pt] <=> 2 [Pt],0.000102803503163,0.000107450960975,0.000327092564917,-0.00032244508714,-0.000574457985765,0.000579105421657,-4.64746257661e-06,-0.000239149230596,-0.000243796682055,4.35539083391e-06,-5.0195126529e-06,0.0
3,[H] + [Pt] <=> [Pt],-0.00025469350631,-0.000268082424055,0.000165985322472,-0.000179374228345,0.000352018454499,-0.000365407385269,1.33888836532e-05,-0.000149444630572,-0.00013605576692,-3.29285818515e-05,6.23198909342e-06,0.0
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],3.32802604363e-06,2.94326900129e-06,9.13773270166e-06,-9.52248979748e-06,-1.70046595857e-05,1.66199026017e-05,3.84757065673e-07,-7.45945788547e-06,-7.07470084955e-06,-7.97673846397e-09,1.03171628117e-06,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],-0.000394659756013,-0.000426638455169,0.000697615120448,-0.000729593916496,6.22764981226e-05,-9.42550909932e-05,3.19785729601e-05,-0.000580875527806,-0.000548897140597,-6.38439575288e-05,3.60381935827e-05,0.0
6,[OH] + [Pt] <=> O[Pt],0.000809039680928,0.0008415843248,0.0011650721912,-0.00113252690484,-0.00297490902195,0.00300745296095,-3.25449071685e-05,-0.00082284427431,-0.000855388913681,6.32344590786e-05,-6.33009313356e-05,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],-0.000364606095592,-0.000397158986265,0.00040661801466,-0.000439170919007,0.000318513303798,-0.000351066179468,3.25527719871e-05,-0.000365128084734,-0.0003325754316,-5.69709749158e-05,-6.34613613899e-05,0.0
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],-0.222039161438,-0.301753690087,0.217678372909,-0.297389433077,0.226823539828,-0.306541873871,0.0795379233106,-0.296638097229,-0.217336113701,-0.0576871134447,-0.000864981770717,-0.81654872074
9,CC + 2 [Pt] <=> 2 C[Pt],-0.000304888054253,-0.000317429162377,0.000304460708295,-0.000317001816372,0.000305356910918,-0.000317898019111,1.25410699009e-05,-0.000252739792712,-0.000240198754502,-4.00673777197e-05,-2.10049850974e-05,0.0
10,[CH3] + [Pt] <=> C[Pt],-0.177469729746,-0.190399743525,0.171383313263,-0.184312541462,0.184147356806,-0.197078232474,0.0129071075702,-0.152528282966,-0.139640862385,-0.0258620046535,-0.0269803516596,0.0
