,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],-1.74912426293e-08,5.2397087631e-08,7.54189695597e-08,-5.5306486363e-09,-1.72209965304e-08,8.71093252694e-08,-6.98883212217e-08,6.87051508692e-08,-1.18317559463e-09,2.11214475606e-08,-4.19515920332e-10,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.228542981622,0.165512697745,-0.371160649516,0.308220463873,-0.143081703513,0.0799974297602,0.0631746651401,0.0117351216401,0.074917200404,0.00777559486199,0.0311781389359,0.214285714286
2,[H][H] + 2 [Pt] <=> 2 [Pt],-0.000652614056387,-0.000933783729365,0.00175084148264,-0.0020320142435,-5.48056041997e-06,-0.000275687262223,0.000281167838046,-0.000416638686072,-0.000135472019483,4.52434240238e-05,1.38982290134e-05,0.0
3,[H] + [Pt] <=> [Pt],0.000763827337924,0.000796614363125,-0.00151720038095,0.00154998715913,-0.000312381005212,0.000345168178419,-3.27872756388e-05,0.000214707827313,0.000181920481285,-1.4740710994e-05,9.07810572956e-05,0.0
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],-1.47508892968e-05,-3.11418886101e-05,8.25399288533e-05,-9.89309392722e-05,-2.58705711843e-05,9.47957851833e-06,1.63909969007e-05,-2.48872114538e-05,-8.49621862284e-06,1.81015261453e-06,1.35059767726e-06,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],0.00106057315152,0.000463858833822,0.000207832343691,-0.000804554230227,-0.00182064416083,0.00122393437862,0.000596720646363,-0.000581927622863,1.47895510204e-05,3.97040691588e-05,0.000249065580513,0.0
6,[OH] + [Pt] <=> O[Pt],-0.00769610135824,-0.00886200953457,0.0169410021282,-0.0181070180833,0.00215624751361,-0.00332209110533,0.00116581845378,-0.00297118006044,-0.00180539624522,0.000253250260906,-0.000437861704744,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],-0.00180942111584,-0.00169388334119,0.00320325168189,-0.00308771229688,0.000974191207785,-0.000858654398129,-0.000115535684123,-0.000319030954452,-0.000434566269985,1.13298624895e-05,-0.000113381149841,0.0
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],0.378974091428,0.478863038276,-0.522667564142,0.622412431068,-0.292868155079,0.392843439436,-0.100268940153,0.0828764836765,-0.0174755558481,-0.0299258927628,-0.00175029695994,-0.5
9,CC + 2 [Pt] <=> 2 C[Pt],-0.000977286560898,-0.000743063846838,0.00155416578405,-0.00131994171882,0.000631601229935,-0.000397379325556,-0.000234220425054,-4.65447962649e-05,-0.000280765112294,-1.83433261611e-05,-5.60272638068e-05,0.0
10,[CH3] + [Pt] <=> C[Pt],-0.206563966631,-0.158418699769,0.331420207916,-0.283214952599,0.131745929583,-0.0836366098116,-0.0480460210946,-0.0112566383056,-0.0592972510334,-0.00370347548763,-0.012007656309,0.0
