,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],-0.110716307463,-0.0801690777329,0.184859810399,-0.154289956931,0.0683522905988,-0.0378179875902,-0.0305134463691,0.0130469726272,-0.0174704548229,-0.000117563815815,-0.00208000738126,0.0
1,[Pt],-0.110795979929,-0.0802381583999,0.185133220472,-0.154552708241,0.0683212655272,-0.0377764089805,-0.0305240021621,0.0130297023536,-0.0174982769951,-0.000118407593659,-0.00208344260696,0.0
2,O=[Pt],3.72366630457e-06,3.21578932288e-06,-5.52781909968e-07,4.49048906073e-08,-5.5354420455e-06,5.02756508534e-06,5.07877015185e-07,-5.33873507365e-07,-2.59965019058e-08,7.72503027383e-08,3.71678396179e-07,0.0
3,C[Pt],-0.110795200233,-0.0802374962972,0.185129729264,-0.154549335543,0.06832203513,-0.0377772956545,-0.0305238849361,0.0130299651022,-0.0174978970855,-0.000118394030756,-0.00208337814979,0.0
4,O[Pt],-0.110793438029,-0.0802360370675,0.185124878605,-0.154544789025,0.0683220376044,-0.0377776004357,-0.030523582835,0.0130301456763,-0.017497414426,-0.000118380210543,-0.00208328964608,0.0
5,O.[Pt],-7.89854193352e-07,2.23196670919e-08,2.20399996713e-06,-1.39182610368e-06,-1.81585526944e-08,8.30332411419e-07,-8.12173853113e-07,6.59046483658e-07,-1.53127377665e-07,1.22426611637e-07,-7.16561563445e-08,0.0
6,O=C=O.[Pt],0.090457066786,0.0377643573288,-0.161026542682,0.108371051861,-0.0501351727756,-0.00257880261657,0.0527404168913,-0.0308972246559,0.0218268969103,0.00114466198724,0.00527083609769,0.0
7,O=C=[Pt],-5.25359939829e-05,-4.39662679521e-05,0.000222025529327,-0.000213455788764,-4.4306713046e-05,5.28764307916e-05,-8.56972152451e-06,-1.53800976755e-05,-2.39498178862e-05,-8.3946839949e-07,-4.02642884039e-06,0.0
8,C~[Pt],-0.110795192532,-0.0802374317011,0.185129786887,-0.154549336207,0.0683219901059,-0.0377771937701,-0.0305239417713,0.0130300222467,-0.017497896801,-0.000118381597053,-0.00208337794848,0.0
9,C=[Pt],-0.110795193444,-0.0802374539757,0.185129767292,-0.154549337997,0.0683220027346,-0.0377772277492,-0.0305239204317,0.0130300024217,-0.0174978952775,-0.000118383769019,-0.00208337738848,0.0
10,C#[Pt],-0.11079520218,-0.0802375147005,0.185129715184,-0.154549337936,0.0683220462346,-0.0377773232058,-0.0305238684972,0.0130299494749,-0.0174978962669,-0.000118395517352,-0.00208337784048,0.0
11,C.[Pt],-0.110829096117,-0.0802678452489,0.185182763134,-0.154598814011,0.0683449959776,-0.0377967144082,-0.030527417607,0.0130299677294,-0.0175014275903,-0.000118218319602,-0.00208296840791,0.0
12,[H][H].[Pt],4.50730709862e-08,5.25927079404e-07,5.13575282714e-07,-3.27212787456e-08,-3.64272820769e-07,8.45126823747e-07,-4.80853998229e-07,4.80583612548e-07,-2.70390755653e-10,1.00090240063e-07,1.04614576153e-09,0.0
13,[C-]#[O+].[Pt],6.04190309015e-08,5.38405856466e-07,4.82287324355e-07,-4.30049317034e-09,-3.70509862651e-07,8.4849668568e-07,-4.77986827852e-07,4.7746020696e-07,-5.26622144585e-10,9.86096974974e-08,2.15383806382e-11,0.0
14,O=C[Pt],-0.110795205043,-0.0802375468491,0.185129683818,-0.154549335888,0.0683220686551,-0.0377773748935,-0.0305238392433,0.0130299201363,-0.0174978963388,-0.000118400955805,-0.00208337786881,0.0
