,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],2.59420977028e-05,2.23252826783e-05,-9.83996340349e-05,9.47828216359e-05,4.21894788094e-05,-4.58062962987e-05,3.61681596853e-06,1.93747850407e-05,2.29916017104e-05,1.12775301942e-06,3.91264738571e-06,0.0
1,[Pt],-3.79334879814e-07,-9.00876722985e-08,1.07584258775e-06,-7.86595395599e-07,-2.75588963928e-07,5.64836153809e-07,-2.89247194104e-07,9.3402769102e-08,-1.95844430261e-07,2.16077267336e-08,-8.19748977857e-08,0.0
2,O=[Pt],0.00496413820349,-0.0173822841689,-0.00852213296023,-0.0138234942882,-0.00161856775889,-0.0207286022659,0.0223475317348,-0.0167368704163,0.00560692104102,0.00159818301716,0.00305749641901,0.0831255195345
3,C[Pt],-1.00429206457e-07,1.05668882687e-07,2.19374936045e-07,-1.327686737e-08,-1.14150732564e-08,2.17513153414e-07,-2.06098083156e-07,1.99635276819e-07,-6.46281378448e-09,2.65096360684e-08,-1.15835845771e-09,0.0
4,O[Pt],5.73873031436e-07,7.02550304493e-07,-1.62011799351e-06,1.74879524526e-06,4.09907570352e-07,-2.81230309343e-07,-1.28677273588e-07,5.52648604585e-07,4.2397132535e-07,6.19572906893e-08,9.43027766435e-08,0.0
5,O.[Pt],-2.48737370369e-07,9.94815213399e-09,4.61792539771e-07,-2.03107039797e-07,4.84023146556e-08,2.10283180902e-07,-2.58685507557e-07,2.07356851047e-07,-5.13286581768e-08,2.65597051864e-08,-4.60394484097e-08,0.0
6,O=C=O.[Pt],-1.55794077749e-07,5.18454388791e-08,7.57464014414e-07,-5.49824517389e-07,-4.09954142389e-07,6.17593633174e-07,-2.07639508214e-07,7.12247191267e-08,-1.36414793431e-07,2.44043334273e-08,-8.08628832217e-08,0.0
7,O=C=[Pt],-1.60594019739e-05,-1.26566108779e-05,8.85755711484e-05,-8.51727776006e-05,-5.21273068261e-05,5.55300955884e-05,-3.40279054816e-06,-1.72653372277e-05,-2.06681271885e-05,-4.69478775943e-07,-4.50202789994e-06,0.0
8,C~[Pt],-9.84261474962e-08,1.47759883636e-07,2.38105021093e-07,8.08099875342e-09,-3.29134252668e-08,2.79099450968e-07,-2.46186021777e-07,2.42928560419e-07,-3.25747323402e-09,3.4789751599e-08,-1.80920350164e-09,0.0
9,C=[Pt],0.00496229357999,-0.0173840137063,-0.00852043173018,-0.0138250804042,-0.00161658830301,-0.020730466662,0.0223474162307,-0.0167371236848,0.00560655223121,0.00159808199665,0.00305711245713,0.0831255195345
10,C#[Pt],-8.19419277046e-08,1.79913464953e-07,2.32239394886e-07,2.96159853222e-08,-5.93822970945e-08,3.21237677082e-07,-2.618553815e-07,2.65507024838e-07,3.65163870328e-09,3.79246653351e-08,-1.23471241152e-09,0.0
11,C.[Pt],0.00495428432614,-0.0173886220674,-0.00851223412412,-0.0138298772806,-0.00160875615611,-0.0207348977627,0.0223440133795,-0.0167360407608,0.00560423311545,0.00159744664328,0.00305699170941,0.0831255195345
12,[H][H].[Pt],-4.18777257216e-07,-1.53712271009e-07,5.84661564296e-07,-3.19596585476e-07,2.62796779541e-07,2.2681892361e-09,-2.65064975134e-07,1.84394247353e-07,-8.06707336985e-08,1.51288347513e-08,-7.74841834395e-10,0.0
13,[C-]#[O+].[Pt],-1.01322859587e-07,1.47367990242e-07,2.44814430657e-07,3.87641428634e-09,-3.36018040995e-08,2.8229265019e-07,-2.4869084663e-07,2.46411031599e-07,-2.27981572543e-09,3.44878127664e-08,-1.10904341871e-09,0.0
14,O=C[Pt],-7.9172609334e-08,1.33881155523e-07,2.01881419103e-07,1.11723400167e-08,-3.62100697658e-08,2.49263840018e-07,-2.13053763913e-07,2.12993593692e-07,-6.0178566121e-11,2.94511481078e-08,-9.5505149856e-10,0.0
