,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,C + [Pt] <=> C.[Pt],0.140666151867,0.172084054908,-0.199967729895,0.231366975378,-0.0973607898171,0.128792317659,-0.0314621596494,0.0385886557218,0.0071143552479,-0.0128073731725,0.000121158213983,0.0
1,[O][O] + 2 [Pt] <=> 2 O=[Pt],0.917455759407,1.01925378879,-1.29660632178,1.39801480949,-0.640578601644,0.742661096359,-0.102740629202,0.226141157079,0.12316818903,-0.0493594096017,0.0351616006608,0.25974025974
2,[H][H] + 2 [Pt] <=> 2 [Pt],-0.000944597727967,-0.00133259551281,0.00213036162209,-0.00251836400762,7.86859520896e-05,-0.000466680377251,0.000387994119866,-0.000584667690788,-0.000196675839391,0.000119510840119,1.62156645526e-05,0.0
3,[H] + [Pt] <=> [Pt],1.5360798096,1.90119905882,-2.19031532897,2.553008573,-1.05832007748,1.42521093273,-0.370815267676,0.43249118606,0.0600721750346,-0.147619828865,-0.000220093916059,0.0649350649351
4,[Pt] + O=[Pt] <=> O[Pt] + [Pt],-5.84240101613e-05,-0.000140687158875,0.000143698054568,-0.000225961273431,-3.84791397413e-06,-7.84151835061e-05,8.22631006559e-05,-5.55065610295e-05,2.67564939686e-05,2.52902180606e-05,8.33917275225e-07,0.0
5,O + 2 [Pt] <=> O[Pt] + [Pt],-0.00122677378923,-0.00371480905834,0.00356878553114,-0.0060568790696,-0.00048349547821,-0.0020044972393,0.00248800474692,-0.00156102844983,0.000926937458639,0.000752114014242,0.000119378793979,0.0
6,[OH] + [Pt] <=> O[Pt],-0.00636708612141,-0.00811543813703,0.0129556047714,-0.0147040719702,0.00155577763674,-0.00330404553911,0.00174824070363,-0.00321837808452,-0.00147019364588,0.000572788867316,-0.00021535401193,0.0
7,C + 2 [Pt] <=> C[Pt] + [Pt],1.53435310759,1.89943263658,-2.18750615656,2.55016400027,-1.0573838565,1.42423183687,-0.370768425856,0.431981370385,0.0596112940022,-0.147577429802,-0.000351232006636,0.0649350649351
8,C + O=[Pt] + [Pt] <=> C[Pt] + O[Pt],0.973061261421,1.19896327754,-1.34067193474,1.56573535085,-0.704611182497,0.931125591717,-0.228121780797,0.245119209149,0.0164382580469,-0.0992731500526,-0.0022185197,-0.584415584416
9,CC + 2 [Pt] <=> 2 C[Pt],-0.000845785870154,-0.000646507011063,0.0011562532635,-0.000956973785726,0.0006190650421,-0.000419786634816,-0.000199277173617,-0.000113466426331,-0.000312743373825,-4.2162806062e-05,-5.3523906331e-05,0.0
10,[CH3] + [Pt] <=> C[Pt],1.86074174695,2.4206115792,-2.6680039269,3.22326844881,-1.27123330324,1.83446619324,-0.570485086413,0.562002815969,-0.0116884126945,-0.215808672855,-0.0181964111278,0.0
11,CO + 2 [Pt] <=> C[Pt] + O[Pt],1.53568327076,1.90068770917,-2.18953210653,2.55211274579,-1.05820591686,1.42498035032,-0.370697172879,0.432295610592,0.0599959301065,-0.1475811935,-0.000260536716862,0.0649350649351
12,C=[Pt] + [Pt] <=> C[Pt] + [Pt],1.53564518216,1.90065282134,-2.18947871961,2.55206259603,-1.05817899995,1.42495660761,-0.370700280173,0.432288517598,0.0599857426786,-0.147581301316,-0.000263927338479,0.0649350649351
13,C=[Pt] + O[Pt] <=> C[Pt] + O=[Pt],-7.33403842469e-06,-8.94578191211e-06,1.04784745912e-05,-1.20902181326e-05,5.0377934904e-06,-6.64953694774e-06,1.61174337735e-06,-1.99728385897e-06,-3.85540512895e-07,6.73273401533e-07,1.09063675195e-09,0.0
14,C#[Pt] + [Pt] <=> C=[Pt] + [Pt],-7.95815634596e-08,-3.33133715241e-08,1.25152366892e-07,-7.8884196264e-08,4.63031759319e-08,-3.49971516673e-11,-4.62681794839e-08,5.19683924964e-08,5.70022444027e-09,2.6047467842e-08,1.55621290764e-09,0.0
