,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],-5.20000501098e-05,-6.7531528988e-05,3.13271800141e-05,-4.68586556697e-05,6.70965475948e-05,-8.26280288103e-05,1.55314707914e-05,-2.69423498129e-07,1.52620472584e-05,7.07621964933e-06,2.25203044726e-07,0.0
1,[Pt],2.3018355036e-07,2.57886214148e-07,-7.92695542978e-08,1.06972231875e-07,-3.40389462213e-07,3.68092144645e-07,-2.77026705536e-08,-3.6921102986e-08,-6.46237673277e-08,-2.52578825863e-08,3.26166526153e-08,0.0
2,O=[Pt],1.90908723226e-05,2.41878480397e-05,-2.32118593348e-05,2.83088348687e-05,-1.60814948255e-05,2.11784707084e-05,-5.0969766975e-06,4.0526169922e-06,-1.04435990607e-06,-2.11402632653e-06,-1.98639005479e-07,0.0
3,C[Pt],-1.23808374196e-08,6.69096743073e-11,2.49107636765e-08,-1.24630149161e-08,3.23079019133e-09,9.2169683837e-09,-1.24477542521e-08,1.21084204607e-08,-3.39329069078e-10,4.00215866135e-09,-1.02807642074e-10,0.0
4,O[Pt],4.91432937699e-06,6.00882543028e-06,-7.22109292024e-06,8.31558896365e-06,-3.22980032367e-06,4.32429641289e-06,-1.09449611796e-06,1.45497866315e-06,3.60482528635e-07,-4.25937744469e-07,5.66455923209e-09,0.0
5,O.[Pt],-3.42464463751e-06,-4.14887396966e-06,5.15080790965e-06,-5.87503723568e-06,2.16410273641e-06,-2.88833204764e-06,7.24229295429e-07,-1.01948325653e-06,-2.95253961549e-07,2.96450352181e-07,-2.59975919576e-08,0.0
6,O=C=O.[Pt],3.55087365929e-07,4.96117350444e-07,-2.14478918126e-07,3.55508925605e-07,-4.57767571619e-07,5.98797580777e-07,-1.41030001399e-07,3.68094150774e-08,-1.04220589171e-07,-4.40155971657e-08,-6.04679150806e-09,0.0
7,O=C=[Pt],0.000101431441835,0.000128646446241,-0.00010595075694,0.000133165760135,-9.81311826381e-05,0.00012534618797,-2.72150320249e-05,1.55300995435e-05,-1.16849367061e-05,-1.16691180221e-05,-7.63553467782e-07,0.0
8,C~[Pt],-1.30817111815e-07,-1.39215519426e-07,1.74682323154e-07,-1.83080735235e-07,9.87842693945e-08,-1.07182661044e-07,8.39840752139e-09,-3.43727312905e-08,-2.59743157446e-08,-4.48648282584e-10,-2.97389760554e-09,0.0
9,C=[Pt],8.80052174601e-08,8.91923917118e-08,-1.2630162824e-07,1.27488816099e-07,-6.00390150727e-08,6.12261954045e-08,-1.18717688635e-09,1.47970498838e-08,1.36098808514e-08,-6.46105987349e-09,1.77476703e-09,0.0
10,C#[Pt],-3.32406050696e-09,-8.02569694343e-08,-1.94764774053e-08,-5.7456411136e-08,1.99743012165e-08,-9.69071929968e-08,7.69328965362e-08,-6.55679070289e-08,1.13649974026e-08,-1.14061528825e-08,2.42235033224e-09,0.0
11,C.[Pt],-7.01502448953e-05,-8.71645705619e-05,9.95234714213e-05,-0.000116537802073,4.87002557036e-05,-6.57145777007e-05,1.70143137214e-05,-1.95542129694e-05,-2.53990256986e-06,6.79598067182e-06,6.55892207236e-07,0.0
12,[H][H].[Pt],-3.92087988786e-07,-6.86129735578e-07,5.91757608491e-07,-8.8579931926e-07,2.46277966508e-07,-5.40319694874e-07,2.94041731236e-07,-1.88007482846e-07,1.06034252994e-07,8.89117203021e-08,6.95665332503e-08,0.0
13,[C-]#[O+].[Pt],7.42510015905e-09,-2.8402730921e-09,-1.65462637022e-08,6.28091242743e-09,-7.64298617763e-10,-9.50106196666e-09,1.02653676009e-08,-1.03184554456e-08,-5.30886899967e-11,-5.35343326541e-09,-3.42243988557e-10,0.0
14,O=C[Pt],-7.47961316618e-09,7.0349394393e-09,1.81359942741e-08,-3.62144457142e-09,-3.02278262101e-10,1.48168329874e-08,-1.4514551713e-08,1.35781789196e-08,-9.36365729772e-10,3.20852725166e-09,-3.64877704598e-10,0.0
