,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.419857397936,0.290888923409,0.333270089725,0.666564613329,7.11754729995e-05
1,0.7,0.46264149244,0.359154307782,0.333287153481,0.666592586392,5.16767118449e-05
2,0.8,0.491665850686,0.420293898417,0.333296899319,0.666608329264,4.07547794142e-05
3,0.9,0.51081734981,0.474652603336,0.333302930982,0.666618123932,3.39290575795e-05
4,1.0,0.522609737754,0.522634657235,0.333306895045,0.666624710569,2.92786881206e-05
5,1.1,0.52945579503,0.565399195894,0.333309610345,0.666629426235,2.58817189329e-05
6,1.2,0.532807029718,0.60374483938,0.333311524515,0.666632961292,2.3265074758e-05
7,1.3,0.533378801376,0.638000582045,0.333312912176,0.666635719223,2.11598713593e-05
8,1.4,0.532204378285,0.669088306841,0.333313907832,0.666637937022,1.94070281119e-05
9,1.6,0.526137579574,0.723099978746,0.333315107342,0.66664126755,1.66097478051e-05
10,1.8,0.517310837822,0.768778310359,0.333315519594,0.666643597786,1.44286185643e-05
11,2.0,0.506856386402,0.807700161731,0.333315328258,0.666645234126,1.26508886322e-05
12,2.2,0.495387160079,0.840921421447,0.333314625282,0.666646325625,1.11631026451e-05
13,2.4,0.48345879522,0.869545642087,0.333313369027,0.666646931425,9.8970775305e-06
14,2.6,0.471232362923,0.894068899061,0.333311543556,0.666647089717,8.80238015469e-06
