,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093119,1.55932484863e-15,3.25609214384e-15,2.58099307197e-17,1.06573531027e-21,700.0,700.0,10.25
1,0.7,0.0476422387957,0.0476422387957,7.81152745735e-18,9.33033088195e-20,2.21573791996e-17,1.1074057651e-21,700.0,700.0,21.0
2,0.800000000001,0.0527365757071,0.0527365757071,1.00308601621e-17,1.04743672327e-19,2.74455747649e-17,1.25201143414e-21,700.0,700.0,0.28
3,0.900000000002,0.0575203724875,0.0575203724875,1.2522755971e-17,1.16133476023e-19,3.32568129697e-17,1.39294991434e-21,700.0,700.0,0.12
4,0.999999999997,0.0620211841062,0.0620211841064,2.22905584716e-14,4.6220024491e-14,5.04846578331e-17,2.01345435828e-21,700.000000002,700.000000002,23.83
5,1.1,0.0662633991613,0.0662633991614,1.83501255689e-15,3.75287829556e-15,5.76991413261e-17,1.79824386062e-21,700.0,700.0,10.14
6,1.2,0.0702686819927,0.0702686819927,2.16355956904e-17,1.51758375874e-19,5.38401225122e-17,1.7952821137e-21,700.0,700.0,69.78
7,1.3,0.0740563427297,0.0740563427297,2.52194537998e-17,1.64783685722e-19,6.17546460808e-17,1.92307738391e-21,700.0,700.0,0.91
8,1.4,0.0776436486167,0.0776436486168,8.81172815568e-15,1.80919024516e-14,8.27103159498e-17,2.36603153332e-21,700.0,700.000000001,10.18
9,1.6,0.0842775898859,0.0842775898859,3.76290138904e-17,2.10680967472e-19,8.87130082589e-17,2.29072850805e-21,700.0,700.0,13.92
10,1.8,0.0902768488471,0.0902768488471,1.46308879179e-15,2.89257668759e-15,1.22451958667e-16,2.64007463056e-21,700.0,700.0,16.99
11,2.0,0.0957283493814,0.0957283493815,1.2246208808e-14,2.49470416681e-14,1.46113564176e-16,3.14337639599e-21,700.000000001,700.000000001,10.13
12,2.19999999999,0.100703835316,0.100703835316,7.87162966524e-15,1.59391199104e-14,1.71546602848e-16,3.28233964842e-21,700.0,700.0,10.0
13,2.40000000001,0.105263045535,0.105263045535,5.04385753859e-15,1.01166201447e-14,1.98893093143e-16,3.42424318469e-21,700.0,700.0,60.6
14,2.6,0.109456124149,0.10945612415,6.80829012561e-14,1.38593387238e-13,2.2864541361e-16,4.41286971523e-21,700.000000003,700.000000003,13.07
