,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0349889920716,0.000861019451653,0.0005201016239,0.0125818030025,0.00535216763853,1374.13757412,1380.74207614,20.15
1,0.7,0.0476422387957,0.0375832620651,0.00138041401039,0.00220634500715,0.0146245196712,0.00581954983351,1412.0504603,1441.45373098,20.05
2,0.800000000001,0.0527365757071,0.0378255730096,0.00219947638696,0.00576705785606,0.0172364874395,0.00624741826583,1438.89330635,1514.45120232,20.0
3,0.900000000002,0.0575203724875,0.0349812958557,0.0035479837196,0.0114911167719,0.0209649764499,0.0066205243378,1467.22877072,1610.9955528,19.99
4,0.999999999997,0.0620211841062,0.0247450486179,0.00763903241107,0.0240249249098,0.0276979102114,0.00693127689084,1528.64380998,1767.07059644,19.99
5,1.1,0.0662633991613,0.0239501404207,0.0100134626,0.0297385901958,0.0296080841518,0.00712924340149,1543.71000909,1779.38560108,19.99
6,1.2,0.0702686819927,0.0273703792667,0.0100343759033,0.0302985934307,0.0298095118076,0.00730011660487,1532.37251647,1762.09906504,19.99
7,1.3,0.0740563427297,0.0320309030537,0.00950556622061,0.0293844122786,0.0294517281084,0.0074546952937,1516.54725337,1741.14955117,19.99
8,1.4,0.0776436486167,0.0372277803205,0.00877241033119,0.0277578751689,0.0288449893547,0.0075956545572,1500.82981874,1720.04440549,19.99
9,1.6,0.0842775898859,0.0481898039773,0.00699827585338,0.0233103387422,0.0273558696176,0.00784145104965,1473.10155516,1676.05710518,19.99
10,1.8,0.0902768488471,0.0596335278495,0.00483904642759,0.0175316890185,0.02561326546,0.00803543600518,1448.64250065,1618.91514401,19.99
11,2.0,0.0957283493814,0.0718540898949,0.00320397488276,0.0115575242829,0.0231179156789,0.00812344234004,1426.33305377,1541.07168548,19.99
12,2.19999999999,0.100703835316,0.0817946891051,0.00232577378651,0.00737618488954,0.021314981731,0.00812966543858,1410.40034255,1481.7443462,19.99
13,2.40000000001,0.105263045535,0.0896721888496,0.00178851939239,0.00454577225832,0.0201627266503,0.00810571093555,1397.29217622,1439.69441949,19.99
14,2.6,0.109456124149,0.0961045642609,0.00143255046495,0.002695848421,0.0193612147724,0.00806958146373,1383.85800996,1407.9112317,19.99
