,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.04219429413,9.7640835883e-06,1.85096570749e-05,5.12070661339e-06,2.05109825504e-06,700.337451338,700.337451338,21.46
1,0.7,0.0476422387957,0.0476302433674,1.00805228871e-05,1.97807983191e-05,4.21005823804e-06,1.9149053908e-06,700.288277401,700.288277401,52.0
2,0.800000000001,0.0527365757071,0.0527244600719,1.03223620999e-05,2.07352022785e-05,3.49606808408e-06,1.79327308072e-06,700.249853212,700.249853212,21.49
3,0.900000000002,0.0575203724875,0.0575081799744,1.0508374081e-05,2.14548667381e-05,2.93015948736e-06,1.68413903106e-06,700.219368421,700.219368421,69.68
4,0.999999999997,0.0620211841062,0.0620089466404,1.06516073427e-05,2.1998014416e-05,2.47691712877e-06,1.58585842911e-06,700.194838156,700.194838156,69.82
5,1.1,0.0662633991613,0.0662511405999,1.07614902919e-05,2.24067735354e-05,2.11034932117e-06,1.4970711357e-06,700.174841642,700.174841642,23.44
6,1.2,0.0702686819927,0.0702564203421,1.08450255047e-05,2.27121210749e-05,1.81118009748e-06,1.4166250808e-06,700.158346154,700.158346154,69.89
7,1.3,0.0740563427297,0.0740440916776,1.09075211925e-05,2.29371511248e-05,1.56495306023e-06,1.34353089937e-06,700.144589622,700.144589622,20.1
8,1.4,0.0776436486167,0.0776314186181,1.09530658363e-05,2.30992901211e-05,1.36070705394e-06,1.27693275071e-06,700.133001677,700.133001677,22.17
9,1.6,0.0842775898859,0.0842654241472,1.10053900102e-05,2.32850088485e-05,1.04646855102e-06,1.16034868888e-06,700.114701938,700.114701938,19.99
10,1.8,0.0902768488471,0.0902647664719,1.1020366477e-05,2.33433821549e-05,8.21368316672e-07,1.06200875812e-06,700.101043151,700.101043151,20.05
11,2.0,0.0957283493814,0.0957163613576,1.10098121e-05,2.3319735073e-05,6.56312612928e-07,9.78211742379e-07,700.090553166,700.090553166,20.42
12,2.19999999999,0.100703835316,0.100691947627,1.09815645032e-05,2.32426233278e-05,5.32754428841e-07,9.06124374608e-07,700.082295357,700.082295357,31.89
13,2.40000000001,0.105263045535,0.105251261018,1.09409556447e-05,2.31304966947e-05,4.3853781484e-07,8.43561609524e-07,700.075653667,700.075653667,49.15
14,2.6,0.109456124149,0.109444443634,1.08916912945e-05,2.29955332635e-05,3.65496637746e-07,7.88823655603e-07,700.070210832,700.070210832,40.95
