,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.104265154795,0.250032716597,0.000780131783416,4.65702502047e-07,0.666646906441
1,0.7,0.0995426240612,0.278472761555,0.000819937602584,5.02789893633e-07,0.666647264237
2,0.8,0.0952329834525,0.30445401475,0.000859723646968,5.38790273104e-07,0.666647619104
3,0.9,0.0912867051094,0.328293797545,0.000899459818914,5.73915555553e-07,0.666647963636
4,1.0,0.0876614644051,0.350258984996,0.000939123828311,6.08346306362e-07,0.666648293506
5,1.1,0.084320974325,0.37057528545,0.000978698691606,6.4223462718e-07,0.666648606358
6,1.2,0.0812340068752,0.389434619919,0.00101817123852,6.75707907646e-07,0.666648901116
7,1.3,0.0783735806178,0.407001016485,0.00105753116634,7.08872679694e-07,0.66664917752
8,1.4,0.0757162905223,0.423415351566,0.0010967703919,7.41818067844e-07,0.666649435793
9,1.6,0.0709321507307,0.453257834838,0.0011748629307,8.07338321983e-07,0.666649900355
10,1.8,0.0667470776246,0.479754790509,0.00125241409933,8.72738686848e-07,0.6666503009
11,2.0,0.0630568636057,0.503510826397,0.00132940517013,9.38360299244e-07,0.6666506443
12,2.2,0.0597796884314,0.524994013036,0.00140582872691,1.00445754769e-06,0.666650937193
13,2.4,0.05685051667,0.544571663187,0.0014816855115,1.07122590292e-06,0.666651185598
14,2.6,0.0542170700622,0.562535595466,0.00155698224149,1.1388205567e-06,0.66665139482
