,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.00464692466019,0.00513009709165,0.0410962539362,0.664094654747,0.00194263093815
1,0.7,0.00465645239017,0.00563099743318,0.0661468659115,0.66418219912,0.00183897705373
2,0.8,0.00466340058348,0.00609133355134,0.0863441343872,0.664299158793,0.00176347372477
3,0.9,0.00466696995901,0.00651786157412,0.103173012973,0.664345886318,0.00170047748117
4,1.0,0.00466839274645,0.00691531692927,0.117333231177,0.664441449972,0.00164540138698
5,1.1,0.00466713907393,0.00728809716229,0.129575540762,0.66447485445,0.00159528261227
6,1.2,0.00466413295902,0.00763926014504,0.140198889559,0.664532194117,0.00154921727047
7,1.3,0.00465944914261,0.00797163546295,0.149548261169,0.664585961848,0.00150630383205
8,1.4,0.00465333684602,0.00828751712784,0.157852541847,0.664636664195,0.00146603790951
9,1.6,0.00463767513122,0.0088772511961,0.171989113591,0.664730228413,0.00139212685861
10,1.8,0.00461870107214,0.0094206768428,0.183573890693,0.664842270426,0.00132564244381
11,2.0,0.00459713426586,0.00992719611713,0.193357247981,0.664892020397,0.00126513519883
12,2.2,0.004574134917,0.0104034125439,0.201670567208,0.66496260259,0.00120994358506
13,2.4,0.0045501802652,0.0108547288479,0.208856652927,0.665027448674,0.00115930972098
14,2.6,0.00452571221849,0.0112852938321,0.215139169326,0.665087222755,0.00111268126876
