,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.00226470899305,0.0182157868043,0.0412475957908,0.0262154000205,0.00935861458763,1816.12484187,1930.87147803,18.27
1,0.7,0.0476422387957,0.00701645636346,0.0116716546549,0.0363002171113,0.0255337905947,0.00958210133171,1679.03991664,1878.38269332,16.5
2,0.800000000001,0.0527365757071,0.0120432379005,0.00914752913923,0.0343251088436,0.0252378570876,0.00977807274677,1615.38827759,1844.98435561,15.37
3,0.900000000002,0.0575203724875,0.0172714934933,0.00723223029948,0.0322542622931,0.0251056542883,0.00995675318872,1573.29165701,1818.8236566,14.57
4,0.999999999997,0.0620211841062,0.0220570566915,0.00630520947627,0.0312668002976,0.0250227870554,0.0101137931495,1546.80876523,1796.60011277,13.99
5,1.1,0.0662633991613,0.0267419763675,0.00552943893704,0.0302271642028,0.0249608226404,0.010252674108,1526.50767519,1776.72650464,13.55
6,1.2,0.0702686819927,0.0312647124897,0.00494137261983,0.0292860104284,0.0248931077745,0.0103724531828,1510.64867533,1758.21650502,13.21
7,1.3,0.0740563427297,0.0357298031426,0.00436860656205,0.0281945395237,0.0248106581012,0.0104736223378,1497.25615307,1740.5338895,12.94
8,1.4,0.0776436486167,0.0399707741139,0.00404311154743,0.0273862734316,0.0246973313751,0.0105554695189,1486.65507447,1723.20376266,12.72
9,1.6,0.0842775898859,0.0484204509596,0.00325107034392,0.0251372261568,0.0243929663236,0.0106640500546,1468.28846111,1688.82438713,12.41
10,1.8,0.0902768488471,0.0566880824722,0.00254834533189,0.0225769087915,0.0239555026598,0.0106973408648,1453.23600827,1653.51166481,12.21
11,2.0,0.0957283493814,0.0648238132134,0.00194666480043,0.0197586828974,0.0233771123222,0.0106536951624,1440.29331065,1616.51903609,12.09
12,2.19999999999,0.100703835316,0.0728302713505,0.00147458170936,0.0167690370241,0.0226674757528,0.0105328340687,1428.82500444,1577.84935281,12.02
13,2.40000000001,0.105263045535,0.0806781736753,0.00109785550129,0.0136262197841,0.0218666463105,0.0103406512521,1418.32462963,1538.37255815,11.99
14,2.6,0.109456124149,0.0882598730634,0.000864820523156,0.0105222615373,0.0210024865218,0.0100900760616,1408.62063452,1499.46541229,11.97
