,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.419665267019,0.999999999989,0.00262380640263,0.00510096317573,0.661564376397
1,0.7,0.360487006081,0.999999999993,0.00318614291126,0.0064128952736,0.660252943077
2,0.8,0.316110836177,0.999999999995,0.00369931330096,0.00766282351554,0.659003277996
3,0.9,0.281600586393,0.999999999996,0.00417495229132,0.00885607325733,0.657810168034
4,1.0,0.253995456561,0.999999999997,0.00462166142308,0.00999903879129,0.656667275635
5,1.1,0.231411287178,0.999999999998,0.00504497213074,0.0110971380995,0.6555692133
6,1.2,0.212591994814,0.999999999998,0.00544870733618,0.0121547502753,0.654511618142
7,1.3,0.196668082488,0.999999999998,0.00583570124155,0.0131755862976,0.653490787767
8,1.4,0.183018587971,0.999999999999,0.00620814283565,0.0141628902742,0.652503482707
9,1.6,0.160835508671,0.999999999999,0.00691554575727,0.0160479549802,0.650618405082
10,1.8,0.143576946437,0.999999999999,0.00757940682552,0.017829029284,0.648837310874
11,2.0,0.129764427644,0.999999999999,0.0082058069635,0.0195219452333,0.64714439327
12,2.2,0.118457312211,0.999999999999,0.00880079121982,0.021140160705,0.64552613248
13,2.4,0.109029683747,0.999999999999,0.0093697063335,0.0226946056608,0.643971662919
14,2.6,0.101047835705,1.0,0.00991687302814,0.0241941455006,0.642472098375
