,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.00373449311247,0.01813835589,0.0301925866082,0.0307278088818,0.00435343093965,1736.674531,1910.44492649,19.99
1,0.7,0.0476422387957,0.00361213690949,0.023812787154,0.0397875400681,0.0323693833081,0.00436198826214,1761.43213257,1869.3341587,18.01
2,0.800000000001,0.0527365757071,0.00674156521089,0.0219266850145,0.0397118985919,0.0325419693981,0.00437964635871,1691.6374966,1834.69609336,16.62
3,0.900000000002,0.0575203724875,0.0107864590741,0.0204827691434,0.0390839743107,0.0324835543464,0.00440461911897,1638.14411809,1807.30485942,15.64
4,0.999999999997,0.0620211841062,0.0154881417729,0.0192831271129,0.037921187746,0.0322624651797,0.00443396673925,1596.90540744,1783.64748927,14.92
5,1.1,0.0662633991613,0.0205914328647,0.0179707634747,0.0359796657626,0.0320437734414,0.00446578369472,1564.23571582,1762.04267856,14.37
6,1.2,0.0702686819927,0.0258493014442,0.0167913510151,0.0338408395247,0.0317597369706,0.00449840101915,1538.46242567,1741.58722335,13.94
7,1.3,0.0740563427297,0.0313073207681,0.0160353670712,0.0319972114061,0.0311813915804,0.00453000989562,1517.48888362,1721.67574795,13.6
8,1.4,0.0776436486167,0.0399555195889,0.012586457065,0.024558528817,0.0300696943715,0.0045578211719,1486.65343211,1701.9576192,13.33
9,1.6,0.0842775898859,0.04821390105,0.0124928123326,0.023393547176,0.0295268774504,0.00461578278853,1467.12103073,1662.00385324,12.94
10,1.8,0.0902768488471,0.0574403651295,0.0110282227799,0.0193113296263,0.0288843874874,0.00466303391373,1448.36880471,1620.40500609,12.69
11,2.0,0.0957283493814,0.0662435183844,0.0100574447824,0.0158271206433,0.0279925298405,0.00469618744517,1433.65921881,1577.28879703,12.53
12,2.19999999999,0.100703835316,0.074768176183,0.00930555238766,0.0125280805135,0.0269128597179,0.0047134379413,1421.10330188,1533.85622111,12.42
13,2.40000000001,0.105263045535,0.0855544485104,0.0119942340265,0.0135055282997,0.0224265949282,0.00471785113306,1398.86519748,1491.98028286,12.35
14,2.6,0.109456124149,0.0919311507964,0.0102346182558,0.0095100815022,0.0224221706271,0.0047202208388,1387.90912592,1453.02833516,12.29
