,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093113,9.14067350421e-14,1.68527802161e-19,4.40693676309e-13,1.27667699538e-17,700.000000012,700.000000012,20.07
1,0.7,0.0476422387957,0.0476422387949,1.20023431905e-13,1.92899124831e-19,5.52511553508e-13,1.67650992505e-17,700.000000015,700.000000015,21.03
2,0.800000000001,0.0527365757071,0.0527365757062,1.52229754098e-13,2.16533715893e-19,6.74025589873e-13,2.126558071e-17,700.000000018,700.000000018,23.3
3,0.900000000002,0.0575203724875,0.0575203724865,1.87953663558e-13,2.39512672501e-19,8.04803829148e-13,2.62582914653e-17,700.000000021,700.000000021,65.79
4,0.999999999997,0.0620211841062,0.062021184105,2.2718187973e-13,2.61970875105e-19,9.44686899445e-13,3.17415239979e-17,700.000000025,700.000000025,38.16
5,1.1,0.0662633991613,0.06626339916,2.69877028953e-13,2.84009677298e-19,1.09341571736e-12,3.77102040152e-17,700.000000028,700.000000028,20.08
6,1.2,0.0702686819927,0.0702686819911,3.16007509037e-13,3.05733508224e-19,1.25076827181e-12,4.41600654127e-17,700.000000032,700.000000032,57.99
7,1.3,0.0740563427297,0.0740563427279,3.65550517681e-13,3.27254892344e-19,1.41656754445e-12,5.10880744783e-17,700.000000037,700.000000037,21.09
8,1.4,0.0776436486167,0.0776436486147,4.18481105217e-13,3.48677013643e-19,1.59063672807e-12,5.84908986475e-17,700.000000041,700.000000041,20.01
9,1.6,0.0842775898859,0.0842775898836,5.34421561979e-13,3.91668637252e-19,1.96298170068e-12,7.47099565523e-17,700.00000005,700.00000005,21.93
10,1.8,0.0902768488471,0.0902768488444,6.63690875385e-13,4.35623052885e-19,2.36677264431e-12,9.27992305423e-17,700.00000006,700.00000006,41.6
11,2.0,0.0957283493814,0.0957283493782,8.06168372761e-13,4.81500738614e-19,2.80113520324e-12,1.12743166175e-16,700.00000007,700.00000007,20.11
12,2.19999999999,0.100703835316,0.100703835312,9.61755867844e-13,5.30313373924e-19,3.26535277837e-12,1.34529386653e-16,700.000000081,700.000000081,21.22
13,2.40000000001,0.105263045535,0.105263045531,1.13036955615e-12,5.8321347598e-19,3.75881907089e-12,1.58147558864e-16,700.000000093,700.000000093,65.87
14,2.6,0.109456124149,0.109456124145,1.31193753609e-12,6.41343998735e-19,4.2810189239e-12,1.83589047012e-16,700.000000105,700.000000105,45.83
