,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422039016187,2.9852069733e-12,9.52981446163e-13,4.41263937004e-06,2.20585984341e-06,700.279154593,700.279154593,20.07
1,0.7,0.0476422387957,0.047639771333,3.18614717222e-12,1.25281261725e-12,4.93207053191e-06,2.46555752156e-06,700.303215311,700.303215311,69.55
2,0.800000000001,0.0527365757071,0.0527338703603,3.36549757544e-12,1.58161315429e-12,5.40776145988e-06,2.70339020739e-06,700.323899011,700.323899011,55.15
3,0.900000000002,0.0575203724875,0.0575174486778,3.5271132268e-12,1.93624610442e-12,5.84463321173e-06,2.92181720876e-06,700.341800302,700.341800302,69.82
4,0.999999999997,0.0620211841062,0.0620180591251,3.67386621004e-12,2.31395187189e-12,6.24694013172e-06,3.12296481761e-06,700.357388464,700.357388464,69.75
5,1.1,0.0662633991613,0.0662600884549,3.80796807994e-12,2.7122989166e-12,6.61836872079e-06,3.30867563173e-06,700.371037825,700.371037825,53.26
6,1.2,0.0702686819927,0.0702651994036,3.93116599102e-12,3.12914071192e-12,6.96212323432e-06,3.48055128415e-06,700.383049958,700.383049958,54.7
7,1.3,0.0740563427297,0.0740527007024,4.04486874131e-12,3.56257846932e-12,7.28099758375e-06,3.63998834907e-06,700.393670015,700.393670015,68.82
8,1.4,0.0776436486167,0.0776398583723,4.15023143444e-12,4.01092899879e-12,7.5774367259e-06,3.78820900648e-06,700.403098998,700.403098998,70.0
9,1.6,0.0842775898859,0.0842735327042,4.33962551209e-12,4.9465514523e-12,8.11133758798e-06,4.05516430135e-06,700.41902,700.41902,27.86
10,1.8,0.0902768488471,0.0902725582875,4.50537994252e-12,5.92589538331e-12,8.57813424953e-06,4.28857000153e-06,700.43183816,700.43183816,69.11
11,2.0,0.0957283493814,0.0957238533836,4.6519134826e-12,6.94088306147e-12,8.98906081251e-06,4.4940422516e-06,700.442280142,700.442280142,69.8
12,2.19999999999,0.100703835316,0.100699157355,4.78256146897e-12,7.98501154887e-12,9.35304306096e-06,4.67604333554e-06,700.450872722,700.450872722,69.15
13,2.40000000001,0.105263045535,0.1052582055,4.89990176399e-12,9.05300731367e-12,9.67725078733e-06,4.83815773515e-06,700.458005337,700.458005337,62.98
14,2.6,0.109456124149,0.109451139019,5.00596565306e-12,1.01405647925e-11,9.96750124827e-06,4.98329379347e-06,700.463970881,700.463970881,69.95
