,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.00261268134146,0.0062171169896,0.00444741321212,0.000121176631174,0.665624201138
1,0.7,0.0023774338965,0.00659727201853,0.00445461888473,0.000131298706726,0.665568683583
2,0.8,0.00217899984762,0.0069073777348,0.00448695753681,0.000141050134707,0.665517299623
3,0.9,0.00201010293793,0.00716537260012,0.00453560760433,0.000150515547032,0.665469806883
4,1.0,0.00186479505676,0.00738284995856,0.00459578549222,0.000159768833479,0.665425828551
5,1.1,0.00173863981726,0.00756856180777,0.00466416313333,0.000168852921943,0.665385011403
6,1.2,0.00162838529562,0.00772988182653,0.00473793581028,0.000177777699367,0.665347081346
7,1.3,0.00153121367605,0.00787120372262,0.00481582600953,0.000186573810616,0.665311709049
8,1.4,0.00144507733081,0.00799675819008,0.00489639470997,0.000195244740489,0.665278659521
9,1.6,0.00129892710063,0.00820869499943,0.0050641825885,0.000212321208208,0.665218406135
10,1.8,0.001179823453,0.00838195765571,0.00523705630269,0.00022908630345,0.665164683944
11,2.0,0.00108113644347,0.00852837708111,0.00541169860375,0.000245557266818,0.665116319704
12,2.2,0.000998049694206,0.00865448700413,0.00558689468886,0.000261782898336,0.665072283839
13,2.4,0.000927183564682,0.00876523395296,0.00576163399407,0.000277788069777,0.665031801076
14,2.6,0.000866131881401,0.00886491123885,0.0059347388537,0.000293567000376,0.664994325471
