,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.701010901227,0.999999999994,0.159801060446,0.00799689447083,0.639802428349
1,0.7,0.619852043861,0.999999999996,0.171805064238,0.00932906567178,0.636459251772
2,0.8,0.554934049126,0.999999999997,0.179008120155,0.0103815804135,0.633630660724
3,0.9,0.502085830602,0.999999999997,0.183732944935,0.0112301792142,0.631211368847
4,1.0,0.458362635046,0.999999999997,0.187094440031,0.0119239635505,0.629117381228
5,1.1,0.421613969222,0.999999999998,0.18958074665,0.0124960824841,0.627280840539
6,1.2,0.390287959051,0.999999999998,0.191453545636,0.0129704139269,0.625656992368
7,1.3,0.363263181744,0.999999999998,0.192882132705,0.0133665443104,0.624214688763
8,1.4,0.339719215507,0.999999999998,0.193992259538,0.0136996214942,0.622929407185
9,1.6,0.300748534646,0.999999999998,0.195611657594,0.0142235906619,0.620739931543
10,1.8,0.269882482978,0.999999999998,0.19676457945,0.014616972843,0.618926358439
11,2.0,0.244873182388,0.999999999998,0.197633846333,0.0149285855864,0.61736844545
12,2.2,0.224213436522,0.999999999998,0.198294782297,0.0151888745806,0.615986643719
13,2.4,0.20686202391,0.999999999998,0.198785277272,0.0154165340899,0.614730352322
14,2.6,0.192080427249,0.999999999998,0.19912965676,0.0156230310441,0.613567790059
