,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.668907287302,1.0,0.170479896186,0.293761927804,0.372904450974
1,0.7,0.614005381919,1.0,0.184918836306,0.321226839075,0.345439528754
2,0.8,0.569678819582,1.0,0.195838833376,0.342202371244,0.324463981397
3,0.9,0.533072625213,1.0,0.204464859528,0.358878954332,0.307787378147
4,1.0,0.502238991352,1.0,0.211481536285,0.372547337219,0.294118989339
5,1.1,0.475827098672,1.0,0.217326322514,0.38399611732,0.282670193752
6,1.2,0.452882948489,1.0,0.222297505261,0.393748992907,0.272917291359
7,1.3,0.432700422831,1.0,0.226569996528,0.402192703805,0.264473573551
8,1.4,0.414774264818,1.0,0.230318369661,0.409570298068,0.257095962092
9,1.6,0.384201249337,1.0,0.236612468144,0.421892947444,0.24477327793
10,1.8,0.358940813417,1.0,0.24172632134,0.431823190806,0.234843016109
11,2.0,0.337619434821,1.0,0.246031739446,0.440019588304,0.226646567043
12,2.2,0.319272875438,1.0,0.249701733753,0.446937826807,0.219728294413
13,2.4,0.303262798739,1.0,0.252866757222,0.452874842214,0.213791297499
14,2.6,0.289100214063,1.0,0.255649515022,0.458048149195,0.208617969736
