,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0421199759408,5.12283053108e-05,4.76108051092e-09,0.000172198665542,3.4862856117e-05,708.582114596,708.582114596,20.46
1,0.7,0.0476422387957,0.0475168014454,6.85462739427e-05,1.0753897853e-08,0.000250778813565,5.68343219945e-05,712.397606914,712.397606914,41.25
2,0.800000000001,0.0527365757071,0.0525587561642,8.94061168794e-05,2.31032410536e-08,0.000355505395671,8.83397029084e-05,717.427904295,717.427904295,20.17
3,0.900000000002,0.0575203724875,0.0572712289311,0.000115647185583,4.88851669896e-08,0.000498097884356,0.000133402810729,724.193836812,724.193836812,70.0
4,0.999999999997,0.0620211841062,0.0616704863894,0.000151277788892,1.06203419902e-07,0.000701113648664,0.00019930287663,733.688685165,733.688685165,57.35
5,1.1,0.0662633991613,0.0657552513417,0.000206345085995,2.53949041325e-07,0.00101582320431,0.000301657081119,748.139669439,748.139669439,28.05
6,1.2,0.0702686819927,0.0694687074402,0.000314986171552,7.93239494373e-07,0.00159888227243,0.000484805994071,774.198565044,774.198565044,69.99
7,1.3,0.0740563427297,0.072324013015,0.000738363699826,7.38079688501e-06,0.00345692663434,0.000993731376932,852.405186767,852.405186767,70.0
8,1.4,0.0776436486167,0.043457319117,0.0156185459564,0.0286470077825,0.0260534201593,0.00510198408456,1486.89037315,1633.11642083,19.99
9,1.6,0.0842775898859,0.0541644181139,0.0226267674699,0.0371920444977,0.0202593010551,0.00489258341126,1444.21643891,1577.98747846,18.42
10,1.8,0.0902768488471,0.0620841728715,0.0227730602464,0.0377023306186,0.0178754757428,0.00475241676305,1381.22718541,1523.99231792,17.25
11,2.0,0.0957283493814,0.0685872887358,0.0222853330294,0.0377319289724,0.0162717262829,0.00465349639986,1326.17188023,1475.03373474,16.33
12,2.19999999999,0.100703835316,0.0745310873648,0.0215287023555,0.0371546703329,0.0150935092526,0.00457749388322,1281.92207526,1431.5134595,15.63
13,2.40000000001,0.105263045535,0.0800307452374,0.0206950596861,0.0362771421132,0.0141480923817,0.00451173013377,1245.44807785,1392.89601704,15.06
14,2.6,0.109456124149,0.0851726552915,0.0198224398182,0.0351818789374,0.013371798528,0.00445213385564,1214.95827957,1358.33420605,14.59
