,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093117,1.56489806681e-13,1.74084723706e-17,3.20130912556e-13,3.02475326167e-15,700.000000013,700.000000013,20.16
1,0.7,0.0476422387957,0.0476422387955,2.13081184975e-13,3.05815844373e-17,4.3491932949e-13,3.74770205676e-15,700.000000017,700.000000017,32.85
2,0.800000000001,0.0527365757071,0.0527365757068,2.78404214053e-13,5.11892127274e-17,5.67183274237e-13,4.48211384144e-15,700.000000022,700.000000022,56.15
3,0.900000000002,0.0575203724875,0.0575203724871,3.52469050363e-13,8.19337192129e-17,7.16926908238e-13,5.22115124344e-15,700.000000027,700.000000027,52.61
4,0.999999999997,0.0620211841062,0.0620211841058,4.35264730644e-13,1.26043026432e-16,8.84115165825e-13,5.95979138596e-15,700.000000033,700.000000033,20.16
5,1.1,0.0662633991613,0.0662633991608,5.26802304191e-13,1.873277506e-16,1.06875985957e-12,6.69470382776e-15,700.000000039,700.000000039,20.66
6,1.2,0.0702686819927,0.0702686819921,6.27073877598e-13,2.70199755201e-16,1.27083602864e-12,7.42343754915e-15,700.000000045,700.000000045,20.6
7,1.3,0.0740563427297,0.0740563427289,7.36079255494e-13,3.79738918921e-16,1.49033482161e-12,8.14424675241e-15,700.000000052,700.000000052,20.27
8,1.4,0.0776436486167,0.0776436486158,8.53831372102e-13,5.21725661764e-16,1.72727447781e-12,8.85612546219e-15,700.000000059,700.00000006,20.04
9,1.6,0.0842775898859,0.0842775898848,1.11552503463e-12,9.29791423488e-16,2.253342238e-12,1.02499993586e-14,700.000000076,700.000000076,68.97
10,1.8,0.0902768488471,0.0902768488457,1.41215575332e-12,1.55600024203e-15,2.84897430852e-12,1.16020485015e-14,700.000000093,700.000000093,66.93
11,2.0,0.0957283493814,0.0957283493796,1.74370792849e-12,2.47566083461e-15,3.51406363536e-12,1.29116625178e-14,700.000000112,700.000000112,56.14
12,2.19999999999,0.100703835316,0.100703835314,2.11017033884e-12,3.77902350313e-15,4.24850001097e-12,1.41797689976e-14,700.000000133,700.000000133,20.18
13,2.40000000001,0.105263045535,0.105263045532,2.51152030725e-12,5.57250867522e-15,5.0521353703e-12,1.54079557782e-14,700.000000155,700.000000155,20.03
14,2.6,0.109456124149,0.109456124146,2.94775828833e-12,7.98007120418e-15,5.92485122787e-12,1.65982452396e-14,700.000000179,700.000000179,70.0
