0,[C-]#[O+] + [Ni] <=> O=C=[Ni],-0.0113524859259
1,C=[Ni] + [Ni] <=> C[Ni] + [Ni],-0.00978975635852
2,O + [Ni] <=> O.[Ni],-0.00390397915909
3,CC + 2 [Ni] <=> 2 C[Ni],-0.00385738511005
4,O.[Ni] + O=[Ni] <=> 2 O[Ni],-0.00383701427134
5,2 C=[Ni] <=> C[Ni] + C#[Ni],-0.00382625765283
6,C~[Ni] + [H][H] <=> C=[Ni],-0.00288296804715
7,[CH]=O + [Ni] <=> O=C[Ni],-0.00287859638168
8,C#[Ni] + O[Ni] <=> C=[Ni] + O=[Ni],-0.00287859482738
9,CC=O + 2 [Ni] <=> C[Ni] + O=C[Ni],-0.00287859147086
10,[Ni] + O=[Ni] <=> O[Ni] + [Ni],-0.00287858271151
11,[CH3] + [Ni] <=> C[Ni],-0.00220945459826
12,C=[Ni] + O[Ni] <=> C[Ni] + O=[Ni],-0.00201182741603
13,O=C[Ni] + C#[Ni] <=> C=[Ni] + O=C=[Ni],-0.0019309412264
14,C + 2 [Ni] <=> C[Ni] + [Ni],-0.00193093673333
15,C + O[Ni] + [Ni] <=> C[Ni] + O.[Ni],-0.00104301483144
16,O[Ni] + [Ni] <=> O.[Ni] + [Ni],-0.00098340484439
17,O=C=O.[Ni] + [Ni] <=> O[Ni] + O=C=[Ni],-0.000983327813889
18,C~[Ni] + O=[Ni] <=> O=C=[Ni] + [Ni],-0.000983318080601
19,C=O + 2 [Ni] <=> O=C[Ni] + [Ni],-0.000983316205459
20,C#[Ni] + [Ni] <=> C~[Ni] + [Ni],-0.000983315345286
21,O=C[Ni] + [Ni] <=> [Ni] + O=C=[Ni],-0.000983304407743
22,C=[Ni] + C~[Ni] <=> 2 C#[Ni],-0.000983304361321
23,CO + 2 [Ni] <=> C[Ni] + O[Ni],-0.000983300284872
24,[H][H] + 2 [Ni] <=> 2 [Ni],-0.000840149683755
25,C + O=[Ni] + [Ni] <=> C[Ni] + O[Ni],-8.03390990797e-05
26,[H] + [Ni] <=> [Ni],-3.57514681611e-05
27,[OH] + [Ni] <=> O[Ni],-3.57208284857e-05
28,O=C[Ni] + C~[Ni] <=> C#[Ni] + O=C=[Ni],-3.57057091779e-05
29,C~[Ni] + O[Ni] <=> C#[Ni] + O=[Ni],-3.56911400793e-05
30,O[Ni] + O=C=[Ni] <=> O=C[Ni] + O=[Ni],-3.56886683228e-05
31,C#[Ni] + [Ni] <=> C=[Ni] + [Ni],-3.24896689579e-05
32,O=C=[Ni] + O=[Ni] <=> O=C=O.[Ni] + [Ni],0.00045972976106
33,O + 2 [Ni] <=> O[Ni] + [Ni],0.000911892350048
34,C=[Ni] + O=C[Ni] <=> C[Ni] + O=C=[Ni],0.00185948137461
35,C[Ni] + C~[Ni] <=> C=[Ni] + C#[Ni],0.00272122071416
36,O=C=O + [Ni] <=> O=C=O.[Ni],0.00417267725179
37,[O][O] + 2 [Ni] <=> 2 O=[Ni],0.0171564140968
