,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422044889801,2.37844856651e-16,9.52914728732e-15,8.10121079898e-07,7.20547081618e-19,700.008256291,700.008256291,70.0
1,0.7,0.0476422387957,0.047640379381,2.94480082662e-16,1.52087515119e-14,9.29652198854e-07,9.89348654992e-19,700.009241904,700.009241904,70.0
2,0.800000000001,0.0527365757071,0.0527344835679,3.54555056333e-16,2.28224552616e-14,1.04600382682e-06,1.30474868801e-18,700.010172354,700.010172354,70.0
3,0.900000000002,0.0575203724875,0.0575180536685,4.17761613208e-16,3.26589010719e-14,1.15933273666e-06,1.667781486e-18,700.01105711,700.01105711,70.0
4,0.999999999997,0.0620211841062,0.0620186443468,4.83841620745e-16,4.50033143481e-14,1.26979171057e-06,2.0793618847e-18,700.011903917,700.011903917,70.0
5,1.1,0.0662633991613,0.0662606439079,5.52575595736e-16,6.01360743368e-14,1.37752732386e-06,2.54031011109e-18,700.012719181,700.012719181,70.0
6,1.2,0.0702686819927,0.0702657164132,6.23774578326e-16,7.83315086207e-14,1.48267874216e-06,3.0513699182e-18,700.013508251,700.013508251,70.0
7,1.3,0.0740563427297,0.0740531717297,6.972741617e-16,9.98568743615e-14,1.58537720722e-06,3.61322213911e-18,700.014275636,700.014275636,70.0
8,1.4,0.0776436486167,0.0776402768556,7.72929998752e-16,1.24971498859e-13,1.68574595742e-06,4.22649503003e-18,700.015025165,700.015025165,70.0
9,1.6,0.0842775898859,0.084273829672,9.30213386919e-16,1.86961767047e-13,1.87994849391e-06,5.60959947716e-18,700.016483296,700.016483296,70.0
10,1.8,0.0902768488471,0.0902727162374,1.09475731102e-15,2.66192814125e-13,2.066122325e-06,7.20492403125e-18,700.017903795,700.017903795,70.0
11,2.0,0.0957283493814,0.0957238589733,1.26585764259e-15,3.64391428469e-13,2.2449973668e-06,9.01623917927e-18,700.019302589,700.019302589,70.0
12,2.19999999999,0.100703835316,0.100699000431,1.44293165072e-15,4.83109565126e-13,2.41721157207e-06,1.10469459266e-17,700.020691823,700.020691823,70.0
13,2.40000000001,0.105263045535,0.105257878377,1.6254892818e-15,6.23717593379e-13,2.58332401849e-06,1.33001458364e-17,700.022080809,700.022080809,70.0
14,2.6,0.109456124149,0.109450635939,1.81311280329e-15,7.87400088972e-13,2.74382638378e-06,1.577869143e-17,700.023476677,700.023476677,70.0
