,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093119,2.88340662096e-28,6.2697928234e-20,4.90315731083e-18,1.51385947735e-39,700.0,700.0,0.9
1,0.7,0.0476422387957,0.0476422387957,3.82491295037e-28,7.08589268175e-20,5.64866088226e-18,2.0081635554e-39,700.0,700.0,10.01
2,0.800000000001,0.0527365757071,0.0527365757071,4.67236960456e-28,7.84988791054e-20,6.35844597107e-18,2.45309734764e-39,700.0,700.0,0.45
3,0.900000000002,0.0575203724875,0.0575203724875,5.18644698567e-28,8.55253372445e-20,7.01192595423e-18,2.72300094815e-39,700.0,700.0,0.04
4,0.999999999997,0.0620211841062,0.0620211841062,1.68287976538e-27,9.54464221123e-20,7.7621227234e-18,8.83550252996e-39,700.0,700.0,6.15
5,1.1,0.0662633991613,0.0662633991613,8.11154877108e-28,9.95536773156e-20,8.38635774341e-18,4.25874390041e-39,700.0,700.0,48.76
6,1.2,0.0702686819927,0.0702686819927,1.04784386834e-26,1.04601581335e-19,8.96780572883e-18,5.50142755067e-38,700.0,700.0,20.25
7,1.3,0.0740563427297,0.0740563427297,8.7345529824e-28,1.10272863098e-19,9.57390562267e-18,4.58581779611e-39,700.0,700.0,0.53
8,1.4,0.0776436486167,0.0776436486167,1.11176115217e-27,1.16904037594e-19,1.0243741352e-17,5.83699516392e-39,700.0,700.0,20.26
9,1.6,0.0842775898859,0.0842775898859,1.16896708097e-27,1.25642182528e-19,1.13427511335e-17,6.13731464085e-39,700.0,700.0,39.72
10,1.8,0.0902768488471,0.0902768488471,1.37650137512e-27,1.34680763278e-19,1.24491934925e-17,7.22694181065e-39,700.0,700.0,0.19
11,2.0,0.0957283493814,0.0957283493814,1.81521406246e-27,1.45128618104e-19,1.35995673275e-17,9.53029025205e-39,700.0,700.0,69.6
12,2.19999999999,0.100703835316,0.100703835316,2.09246552473e-27,1.53528318927e-19,1.46262732981e-17,1.09859181327e-38,700.0,700.0,0.23
13,2.40000000001,0.105263045535,0.105263045535,2.09587960029e-27,1.57638313135e-19,1.55530167797e-17,1.1003851364e-38,700.0,700.0,8.02
14,2.6,0.109456124149,0.109456124149,2.34344872444e-27,1.64145261567e-19,1.65197861203e-17,1.23036490762e-38,700.0,700.0,0.02
