,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.039939010691,0.000962247907391,2.43836268574e-09,0.00453377248744,0.00130457359917,933.517951721,933.517951721,70.0
1,0.7,0.0476422387957,0.00402440181532,0.0343243853169,0.0573218254099,0.0249455848969,0.00436317107677,1734.12667823,1871.2273112,18.86
2,0.800000000001,0.0527365757071,0.00877597510627,0.0359925044395,0.0629077734957,0.0213215266784,0.00430286806697,1615.1354336,1835.59428918,17.36
3,0.900000000002,0.0575203724875,0.0146634886949,0.0353056041524,0.062325612998,0.0200720526167,0.00426648639299,1553.99844231,1807.18517624,16.29
4,0.999999999997,0.0620211841062,0.020857240208,0.0339350809438,0.0597002955659,0.0195995152371,0.00424280592199,1517.75374671,1782.62351943,15.5
5,1.1,0.0662633991613,0.0269939340951,0.0323097600805,0.0562740810164,0.0194752520886,0.00422668048545,1493.60447821,1760.13747309,14.9
6,1.2,0.0702686819927,0.0329363531907,0.0305813063809,0.0525102410161,0.0195443188208,0.0042152007577,1476.32318243,1738.6987081,14.43
7,1.3,0.0740563427297,0.0386267559043,0.0288272716049,0.0486438879226,0.0197247528236,0.00420652134242,1463.1648496,1717.72210063,14.07
8,1.4,0.0776436486167,0.0440467040063,0.027084270481,0.0447877325123,0.0199751204581,0.00419942904647,1452.68188928,1696.82617493,13.77
9,1.6,0.0842775898859,0.0540829077432,0.0237021552408,0.0373165569884,0.020595697907,0.0041869035845,1436.67440973,1654.04755968,13.34
10,1.8,0.0902768488471,0.0631284553268,0.0205191402562,0.0303174596991,0.0212869959026,0.00417274079096,1424.60981733,1609.33759045,13.05
11,2.0,0.0957283493814,0.0713077081542,0.0176596900371,0.0240153199162,0.0219054646936,0.00415186705484,1414.02686747,1563.45531537,12.85
12,2.19999999999,0.100703835316,0.0787985602569,0.0152497290488,0.0185942345153,0.0222925180044,0.00411477749635,1402.88258097,1518.10050759,12.69
13,2.40000000001,0.105263045535,0.0856678969199,0.0134098820342,0.0142839841845,0.0223415276609,0.00405439553516,1389.54646584,1475.52474485,12.55
14,2.6,0.109456124149,0.0919090143623,0.0120809048127,0.0111096677069,0.0220734515738,0.00397205082083,1372.62603063,1436.43218528,12.42
