,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.733456406247,1.0,0.29759704743,0.245097362117,0.421557568086
1,0.7,0.675345452775,1.0,0.304120450324,0.278554348128,0.388102398081
2,0.8,0.627525157258,1.0,0.308489628884,0.303660176326,0.362997461598
3,0.9,0.587651689655,1.0,0.311629792913,0.323454663932,0.343203421981
4,1.0,0.553888100899,1.0,0.314007075708,0.339589476836,0.327068816545
5,1.1,0.524867146981,1.0,0.31587890608,0.353049447029,0.313608912037
6,1.2,0.4995757042,1.0,0.317396654344,0.364462684638,0.302195639246
7,1.3,0.477337394683,1.0,0.318652294414,0.374361159653,0.292297096348
8,1.4,0.457531863829,1.0,0.319711168697,0.382977294355,0.283680832034
9,1.6,0.423764986929,1.0,0.321396052127,0.397460167592,0.269197666814
10,1.8,0.395848451917,1.0,0.322678948869,0.409175486254,0.257482000314
11,2.0,0.372257351048,1.0,0.323689159267,0.418919162556,0.247737956364
12,2.2,0.351971377459,1.0,0.324506214114,0.427204796062,0.239451966037
13,2.4,0.334262840748,1.0,0.325182005838,0.434351904859,0.23230450685
14,2.6,0.318616751586,1.0,0.325751251069,0.440597174614,0.226058898157
