,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.436884923239,1.0,0.0199472044389,0.0307872814303,0.635879197994
1,0.7,0.377940747472,1.0,0.0227557311981,0.0351486858123,0.631517796661
2,0.8,0.333548856,1.0,0.0251542594824,0.0388757045795,0.627790768624
3,0.9,0.298901958297,1.0,0.0272626946943,0.0421530235107,0.624513435451
4,1.0,0.271098835586,1.0,0.0291534713704,0.0450924478451,0.62157399508
5,1.1,0.248285227946,1.0,0.0308733695292,0.047766327121,0.618900099076
6,1.2,0.229221181412,1.0,0.032454730842,0.0502247781075,0.6164416314
7,1.3,0.213046327697,1.0,0.03392107348,0.0525043119286,0.614162081065
8,1.4,0.199144942271,1.0,0.0352899961799,0.0546322978659,0.612034078996
9,1.6,0.176466363907,1.0,0.0377871371882,0.0585139573378,0.608152388206
10,1.8,0.158733152182,1.0,0.0400269483505,0.0619958171766,0.604670498427
11,2.0,0.144474771285,1.0,0.0420651579972,0.0651649973525,0.601501349974
12,2.2,0.132743346635,1.0,0.043942878158,0.0680857856703,0.598580473327
13,2.4,0.122920245364,1.0,0.0456883682451,0.0708024893507,0.59586374273
14,2.6,0.114567408942,1.0,0.04732393231,0.0733500366832,0.593316169234
