,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093119,6.09224636092e-30,6.26998823813e-20,8.72637676974e-16,6.72409098198e-46,700.0,700.0,15.53
1,0.7,0.0476422387957,0.0476422387957,7.49851467598e-30,7.07957962895e-20,1.00170201545e-15,2.00738317667e-43,700.0,700.0,0.15
2,0.800000000001,0.0527365757071,0.0527365757071,8.96222821752e-30,7.83880903898e-20,1.12665024572e-15,1.03979856131e-45,700.0,700.0,17.8
3,0.900000000002,0.0575203724875,0.0575203724875,1.04782734795e-29,8.55247082705e-20,1.24806353938e-15,1.26589715916e-45,700.0,700.000000002,15.75
4,0.999999999997,0.0620211841062,0.0620211841062,1.20398362211e-29,9.22505333386e-20,1.36606071829e-15,7.80572928979e-43,700.0,700.0,17.71
5,1.1,0.0662633991613,0.0662633991613,1.36419023644e-29,9.8590307226e-20,1.4808800867e-15,1.83269158574e-45,700.0,700.0,0.03
6,1.2,0.0702686819927,0.0702686819927,1.52813388738e-29,1.04581677946e-19,1.59279227072e-15,2.05197397758e-45,700.0,700.0,1.92
7,1.3,0.0740563427297,0.0740563427297,1.69549067709e-29,1.10251728189e-19,1.70197748014e-15,2.34293830859e-45,700.0,700.0,0.4
8,1.4,0.0776436486167,0.0776436486167,1.86589543629e-29,1.15631174447e-19,1.80851689847e-15,2.83917585884e-45,700.0,700.0,7.41
9,1.6,0.0842775898859,0.0842775898859,2.21489348307e-29,1.25596310883e-19,2.01425209918e-15,3.03068471231e-45,700.0,700.0,0.22
10,1.8,0.0902768488471,0.0902768488471,2.57363713305e-29,1.34634975577e-19,2.21113934754e-15,1.07204747709e-43,700.0,700.0,10.72
11,2.0,0.0957283493814,0.0957283493814,2.94095250815e-29,1.42876564342e-19,2.40010414877e-15,4.39057121489e-45,700.0,700.000000002,12.83
12,2.19999999999,0.100703835316,0.100703835316,3.31580757378e-29,1.50427662486e-19,2.581882649e-15,1.45140049649e-43,700.0,700.0,59.4
13,2.40000000001,0.105263045535,0.105263045535,3.6973925835e-29,1.57374202513e-19,2.75710941482e-15,3.93117012322e-42,700.0,700.0,15.44
14,2.6,0.109456124149,0.109456124149,4.0848448208e-29,1.6379401756e-19,2.92619792217e-15,3.0599798281e-44,700.0,700.0,11.99
