,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422060833169,4.27671779267e-29,1.46489614401e-09,1.15325796574e-08,8.04296411012e-23,700.000072803,700.000072803,70.0
1,0.7,0.0476422387957,0.0476422116037,3.98432115414e-29,1.61004760657e-09,1.19859517219e-08,7.40435350206e-23,700.000070963,700.000070963,70.0
2,0.800000000001,0.0527365757071,0.0527365475535,3.77723409718e-29,1.73936760089e-09,1.23374532382e-08,6.91287870917e-23,700.000068806,700.000068806,70.0
3,0.900000000002,0.0575203724875,0.0575203435603,3.62656350998e-29,1.85509380854e-09,1.26085302074e-08,6.52229617357e-23,700.000066475,700.000066475,70.0
4,0.999999999997,0.0620211841062,0.0620211545578,3.51520519822e-29,1.95902546487e-09,1.28151522934e-08,6.20410109488e-23,700.000064063,700.000064063,70.0
5,1.1,0.0662633991613,0.066263369117,3.43238663334e-29,2.05263669446e-09,1.29695294653e-08,5.93990209269e-23,700.000061628,700.000061628,70.0
6,1.2,0.0702686819927,0.070268651556,3.3709825787e-29,2.13715399261e-09,1.3081186297e-08,5.71716940591e-23,700.000059211,700.000059211,70.0
7,1.3,0.0740563427297,0.0740563119871,3.32609003697e-29,2.21361079512e-09,1.31576700655e-08,5.52700592677e-23,700.000056837,700.000056837,70.0
8,1.4,0.0776436486167,0.0776436176408,3.29422232677e-29,2.28288725613e-09,1.32050376957e-08,5.36298414051e-23,700.000054522,700.000054522,70.0
9,1.6,0.0842775898859,0.0842775586179,3.26000818994e-29,2.40282301459e-09,1.32311783337e-08,5.09531848002e-23,700.000050109,700.000050109,70.0
10,1.8,0.0902768488471,0.0902768174648,3.25456587828e-29,2.50189586329e-09,1.31892598445e-08,4.88739894613e-23,700.000046011,700.000046011,70.0
11,2.0,0.0957283493814,0.0957283180143,3.26964174345e-29,2.58389218812e-09,1.30996371027e-08,4.72268020457e-23,700.00004223,700.000042233,68.9
12,2.19999999999,0.100703835316,0.100703804059,3.29997555193e-29,2.65177523864e-09,1.29765920841e-08,4.59001333455e-23,700.000038753,700.000038753,70.0
13,2.40000000001,0.105263045535,0.105263014459,3.3420480956e-29,2.70790020808e-09,1.28303152662e-08,4.48262724703e-23,700.000035559,700.000035559,70.0
14,2.6,0.109456124149,0.109456093305,3.39341039983e-29,2.75416288672e-09,1.26681733967e-08,4.39457144476e-23,700.000032625,700.000032625,70.0
