,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],6.26492278772e-07,-2.79492579618e-06,1.6568379601e-05,1.31469609661e-05,-1.73780900328e-05,-2.0799507503e-05,-3.42141805211e-06,-1.09556454186e-05,-1.4377063096e-05,1.47867887417e-06,-2.1403589604e-06,0.0
1,[Pt],8.1654163913e-08,1.77457562499e-07,1.18353071923e-07,2.14156465286e-07,4.0206859201e-08,1.36010262543e-07,9.58033980941e-08,-3.34955816171e-07,-2.39152423271e-07,-7.01438493429e-08,2.12649030513e-08,0.0
2,O=[Pt],-3.19181289022e-06,-1.13668536211e-06,-1.17393367257e-05,-9.68420936343e-06,6.46166120682e-06,8.516788951e-06,2.05512759954e-06,8.51807451237e-06,1.05732022888e-05,-1.74973579415e-07,9.14081801803e-07,0.0
3,C[Pt],-5.96103385465e-08,1.99736608874e-08,-8.95245283409e-08,-9.94052818078e-09,-2.58256157481e-08,5.37583840083e-08,7.95840055047e-08,-7.40772651772e-08,5.50673543017e-09,-2.65230553942e-08,-1.374211651e-10,0.0
4,O[Pt],-2.20895046879e-07,-1.14785776892e-07,-2.68189483678e-07,-1.62080222049e-07,-1.67481259522e-07,-6.13719945036e-08,1.06109271171e-07,6.62137528747e-08,1.72323014781e-07,2.47348566684e-09,5.41004611665e-09,0.0
5,O.[Pt],6.10885520559e-08,1.08978028541e-07,1.89112220012e-08,6.68006912675e-08,1.08723138516e-07,1.56612623155e-07,4.78894788637e-08,-1.24776756677e-07,-7.68872840695e-08,-4.10615310798e-08,-4.50858268336e-08,0.0
6,O=C=O.[Pt],-9.71843298439e-08,5.21720992165e-08,-1.58856583518e-07,-9.50015006346e-09,-2.75324031803e-08,1.21824049733e-07,1.49356438176e-07,-1.41714109141e-07,7.64232254206e-09,-5.1903645321e-08,2.70701579462e-11,0.0
7,O=C=[Pt],-2.47518693414e-07,1.30258714619e-06,-8.24273963938e-06,-6.69263391048e-06,8.78219092241e-06,1.0332296917e-05,1.55010585327e-06,5.75999498504e-06,7.31010092407e-06,-6.83918833415e-07,-1.74838722703e-07,0.0
8,C~[Pt],-9.59448318668e-10,1.87743221166e-07,-3.21200481195e-08,1.56582614094e-07,3.42329710082e-08,2.22935634298e-07,1.88702671683e-07,-3.68408681131e-07,-1.79706018222e-07,-9.49588681415e-08,-3.33835088362e-10,0.0
9,C=[Pt],-1.03927707702e-07,3.54441194869e-08,-1.54499258332e-07,-1.51274220745e-08,-4.68128016153e-08,9.25590308817e-08,1.3937182837e-07,-1.28449013913e-07,1.09228116422e-08,-4.38297304606e-08,1.67260450101e-10,0.0
10,C#[Pt],-7.68496486819e-08,2.34212447781e-08,-1.14191583898e-07,-1.39206941813e-08,-3.46761165156e-08,6.55947823153e-08,1.00270903728e-07,-9.11296662732e-08,9.14123183865e-09,-3.42236455354e-08,-1.17804358481e-10,0.0
11,C.[Pt],1.84241072896e-06,2.08250342364e-06,2.11240025034e-06,2.35249296284e-06,1.53748768527e-06,1.77758040417e-06,2.40092698174e-07,-2.81781387246e-06,-2.57772118885e-06,-5.92336236602e-07,1.39265355841e-06,0.0
12,[H][H].[Pt],2.89606999324e-07,4.39686788603e-07,3.42304561677e-07,4.92384361872e-07,2.30090984752e-07,3.80170804925e-07,1.50079794851e-07,-6.89176124013e-07,-5.39096334374e-07,-1.4824596168e-07,2.60622215776e-08,0.0
13,[C-]#[O+].[Pt],-1.06659177756e-07,4.02252628091e-08,-1.58715795009e-07,-1.18313602612e-08,-4.78670391325e-08,9.90174080032e-08,1.46884443216e-07,-1.37142769266e-07,9.74167663719e-09,-4.57219010824e-08,6.72742596377e-11,0.0
14,O=C[Pt],-1.15843708204e-07,5.10455036187e-08,-1.73879412779e-07,-6.9902116669e-09,-5.02988733865e-08,1.16590351676e-07,1.66889212453e-07,-1.62843348641e-07,4.04585755708e-09,-5.45372846244e-08,2.44718368584e-10,0.0
