0,C + O=[Ni] + [Ni] <=> C[Ni] + O[Ni],-3.93085084086
1,[C-]#[O+] + [Ni] <=> O=C=[Ni],-0.0306882588284
2,O.[Ni] + O=[Ni] <=> 2 O[Ni],-0.000704478320088
3,C + O[Ni] + [Ni] <=> C[Ni] + O.[Ni],-0.000309312041657
4,C=[Ni] + [Ni] <=> C[Ni] + [Ni],-5.19786166583e-06
5,C + 2 [Ni] <=> C[Ni] + [Ni],-2.7661298301e-06
6,C=[Ni] + O[Ni] <=> C[Ni] + O=[Ni],-1.39820178969e-06
7,O + [Ni] <=> O.[Ni],-9.60254570985e-07
8,C~[Ni] + [H][H] <=> C=[Ni],-5.69885887126e-07
9,O + 2 [Ni] <=> O[Ni] + [Ni],-2.05831199112e-08
10,[OH] + [Ni] <=> O[Ni],-1.41374986961e-08
11,[CH3] + [Ni] <=> C[Ni],-3.55131534828e-09
12,C~[Ni] + O=[Ni] <=> O=C=[Ni] + [Ni],-2.25348973955e-09
13,[CH]=O + [Ni] <=> O=C[Ni],-4.71554578359e-10
14,C~[Ni] + O[Ni] <=> C#[Ni] + O=[Ni],-4.50954171871e-12
15,O=C[Ni] + C#[Ni] <=> C=[Ni] + O=C=[Ni],2.46128737216e-10
16,O[Ni] + [Ni] <=> O.[Ni] + [Ni],2.49169261556e-10
17,C=[Ni] + C~[Ni] <=> 2 C#[Ni],3.31178010767e-10
18,O=C[Ni] + C~[Ni] <=> C#[Ni] + O=C=[Ni],3.34116045523e-10
19,C=O + 2 [Ni] <=> O=C[Ni] + [Ni],3.61429519796e-10
20,CC=O + 2 [Ni] <=> C[Ni] + O=C[Ni],5.00593293972e-10
21,C=[Ni] + O=C[Ni] <=> C[Ni] + O=C=[Ni],5.01771924194e-10
22,[H] + [Ni] <=> [Ni],6.87158500986e-10
23,O=C[Ni] + [Ni] <=> [Ni] + O=C=[Ni],7.81414755546e-10
24,C[Ni] + C~[Ni] <=> C=[Ni] + C#[Ni],8.14706788916e-10
25,C#[Ni] + [Ni] <=> C~[Ni] + [Ni],8.49348268483e-10
26,O=C[Ni] + O=[Ni] <=> O[Ni] + O=C=[Ni],1.46517401865e-09
27,2 C=[Ni] <=> C[Ni] + C#[Ni],1.61267361236e-09
28,O=C=O + [Ni] <=> O=C=O.[Ni],3.07304770213e-09
29,[H][H] + 2 [Ni] <=> 2 [Ni],1.5161813767e-08
30,[Ni] + O=[Ni] <=> O[Ni] + [Ni],1.56166283799e-08
31,CC + 2 [Ni] <=> 2 C[Ni],2.00468260786e-08
32,C#[Ni] + O[Ni] <=> C=[Ni] + O=[Ni],8.3422029336e-08
33,C#[Ni] + [Ni] <=> C=[Ni] + [Ni],4.83961574584e-07
34,CO + 2 [Ni] <=> C[Ni] + O[Ni],1.49359340678e-06
35,O=C=O.[Ni] + [Ni] <=> O[Ni] + O=C=[Ni],0.0017839045869
36,O=C=[Ni] + O=[Ni] <=> O=C=O.[Ni] + [Ni],0.968138965713
37,[O][O] + 2 [Ni] <=> 2 O=[Ni],1.3724581348
