0,C + O=[Ni] + [Ni] <=> C[Ni] + O[Ni],-238.869364686
1,[C-]#[O+] + [Ni] <=> O=C=[Ni],-0.0960609791238
2,C + O[Ni] + [Ni] <=> C[Ni] + O.[Ni],-0.0201556716809
3,C + 2 [Ni] <=> C[Ni] + [Ni],-0.000456280924566
4,C=[Ni] + [Ni] <=> C[Ni] + [Ni],-0.000205077291918
5,C=[Ni] + O[Ni] <=> C[Ni] + O=[Ni],-2.87767833174e-05
6,[OH] + [Ni] <=> O[Ni],-1.78053134235e-05
7,[CH3] + [Ni] <=> C[Ni],-9.4495437552e-06
8,[H][H] + 2 [Ni] <=> 2 [Ni],-5.66391532502e-06
9,C~[Ni] + [H][H] <=> C=[Ni],-1.20458949603e-06
10,C~[Ni] + O=[Ni] <=> O=C=[Ni] + [Ni],-8.70570164601e-07
11,O + 2 [Ni] <=> O[Ni] + [Ni],-7.40988307577e-07
12,C#[Ni] + [Ni] <=> C~[Ni] + [Ni],2.1776323947e-08
13,C=[Ni] + C~[Ni] <=> 2 C#[Ni],2.67647968767e-08
14,2 C=[Ni] <=> C[Ni] + C#[Ni],3.1864777326e-08
15,C=O + 2 [Ni] <=> O=C[Ni] + [Ni],3.61232789693e-08
16,C~[Ni] + O[Ni] <=> C#[Ni] + O=[Ni],3.83802386795e-08
17,[CH]=O + [Ni] <=> O=C[Ni],3.8618695766e-08
18,[H] + [Ni] <=> [Ni],3.94764135312e-08
19,C[Ni] + C~[Ni] <=> C=[Ni] + C#[Ni],4.11400798612e-08
20,O=C[Ni] + C~[Ni] <=> C#[Ni] + O=C=[Ni],4.62677266854e-08
21,O=C[Ni] + [Ni] <=> [Ni] + O=C=[Ni],4.65695908929e-08
22,C=[Ni] + O=C[Ni] <=> C[Ni] + O=C=[Ni],4.6844901395e-08
23,O[Ni] + [Ni] <=> O.[Ni] + [Ni],4.78329067353e-08
24,O=C[Ni] + C#[Ni] <=> C=[Ni] + O=C=[Ni],5.43491499646e-08
25,CC=O + 2 [Ni] <=> C[Ni] + O=C[Ni],6.04628925478e-08
26,O=C[Ni] + O=[Ni] <=> O[Ni] + O=C=[Ni],8.3211193381e-08
27,C#[Ni] + O[Ni] <=> C=[Ni] + O=[Ni],1.96347796318e-07
28,CC + 2 [Ni] <=> 2 C[Ni],6.3148962243e-07
29,[Ni] + O=[Ni] <=> O[Ni] + [Ni],9.08149882739e-07
30,C#[Ni] + [Ni] <=> C=[Ni] + [Ni],1.13015527964e-06
31,O=C=O + [Ni] <=> O=C=O.[Ni],4.36379576119e-06
32,O + [Ni] <=> O.[Ni],1.00092420669e-05
33,CO + 2 [Ni] <=> C[Ni] + O[Ni],6.01037517571e-05
34,O=C=O.[Ni] + [Ni] <=> O[Ni] + O=C=[Ni],0.00331280709803
35,O.[Ni] + O=[Ni] <=> 2 O[Ni],0.00798194196453
36,O=C=[Ni] + O=[Ni] <=> O=C=O.[Ni] + [Ni],0.736322107307
37,[O][O] + 2 [Ni] <=> 2 O=[Ni],36.8974009083
