,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.00465623689974,0.00514206389177,0.0408565335319,0.66409925741,0.00193932454736
1,0.7,0.00466882018593,0.00564787845472,0.0658190628837,0.664216923714,0.00183477951174
2,0.8,0.00467807794656,0.00611343098792,0.0860245592801,0.664306397094,0.00175819232874
3,0.9,0.00468421167559,0.00654506402556,0.102786714076,0.664382513822,0.00169462666191
4,1.0,0.0046875429666,0.0069477592437,0.116967847602,0.664450488318,0.00163881162297
5,1.1,0.00468841121784,0.00732552641646,0.129156728785,0.664512718474,0.00158831885428
6,1.2,0.00468714001552,0.00768164803347,0.139770274306,0.664570498275,0.00154184080488
7,1.3,0.00468402494386,0.00801884635414,0.149112972414,0.664624611937,0.00149859093602
8,1.4,0.00467933010847,0.00833940292913,0.157413067805,0.664675580458,0.00145805339939
9,1.6,0.00466610423068,0.00893802199665,0.171546816276,0.664769484105,0.00138375675565
10,1.8,0.00464899532631,0.00948981107484,0.183169029772,0.664854296929,0.00131697455423
11,2.0,0.00462916238669,0.0100039141707,0.192922769727,0.664931420359,0.00125643578349
12,2.2,0.00460747525535,0.0104872694159,0.201243637826,0.665001902533,0.00120122445269
13,2.4,0.00458458470171,0.0109452339442,0.208438485651,0.665066576552,0.00115063321113
14,2.6,0.00456097671349,0.0113820065854,0.214730440375,0.665126128066,0.00110409231406
