,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.665831513324,1.0,0.171741937899,0.288467630967,0.378198753665
1,0.7,0.610653687544,1.0,0.186448817574,0.315157968241,0.35150833434
2,0.8,0.566366659547,1.0,0.197708962914,0.335734136717,0.330932145009
3,0.9,0.529991398458,1.0,0.206712474508,0.352253433003,0.314412981543
4,1.0,0.499489218762,1.0,0.2141334471,0.36589563108,0.300770766855
5,1.1,0.473463451064,1.0,0.220390943791,0.377403486049,0.289262836411
6,1.2,0.450911293904,1.0,0.225764027197,0.387276085489,0.279389842786
7,1.3,0.431148712478,1.0,0.230461424151,0.395900737452,0.270765618391
8,1.4,0.413624262175,1.0,0.234598997706,0.403477571963,0.263188608384
9,1.6,0.383850282951,1.0,0.241625728954,0.416306354722,0.250359528772
10,1.8,0.359344321472,1.0,0.247405275827,0.426806560508,0.239859294335
11,2.0,0.338694241951,1.0,0.252292799783,0.435650413149,0.231015868855
12,2.2,0.320967271186,1.0,0.256485261364,0.443195337564,0.223470136056
13,2.4,0.305547397922,1.0,0.26016146234,0.449797580735,0.216867746154
14,2.6,0.291926823838,1.0,0.263414908136,0.45562641945,0.211039669312
