,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.105698963141,0.250638162662,0.0128903440078,4.84696372121e-07,0.666647120489
1,0.7,0.101061007784,0.279508958309,0.012587063497,5.2140890774e-07,0.666647501475
2,0.8,0.0968177574744,0.305933381717,0.0123900885834,5.57293087932e-07,0.666647876862
3,0.9,0.092923342359,0.33022009713,0.0122662209488,5.92507810498e-07,0.666648239622
4,1.0,0.0893382727865,0.352629952676,0.0121946694063,6.27198742354e-07,0.666648585724
5,1.1,0.0860284852111,0.373384491735,0.012161716359,6.61493606777e-07,0.666648913065
6,1.2,0.0829645119234,0.392672798722,0.0121579319389,6.95502007295e-07,0.66664922077
7,1.3,0.0800647652531,0.410364399453,0.0121875628675,7.29771754084e-07,0.666649490732
8,1.4,0.0774750059431,0.427476849606,0.0122128720198,7.63017385747e-07,0.666649777382
9,1.6,0.0727018757064,0.458090909379,0.0123243519068,8.30330371737e-07,0.66665025952
10,1.8,0.0685160900563,0.48530591497,0.0124721892393,8.97862283599e-07,0.666650674122
11,2.0,0.0648171386002,0.509727794422,0.0126440074315,9.65921764197e-07,0.666651028718
12,2.2,0.0615257386277,0.531827447867,0.0128318353868,1.03474114888e-06,0.666651330456
13,2.4,0.0585786197826,0.551975649588,0.0130303425577,1.10450109715e-06,0.666651585753
14,2.6,0.0559247458847,0.570467847949,0.0132358578663,1.17534727291e-06,0.666651800215
