,Reaction,SYNGAS Selec,SYNGAS Yield,CO Selectivity,CO % Yield,H2 Selectivity,H2 % Yield,CH4 Conversion,H2O+CO2 Selectivity,H2O+CO2 yield,Exit Temp,Peak Temp,Dist to peak temp
0,[Pt],-0.0325418989566,-0.0489159002963,-0.0426173123285,-0.0589896633827,-0.024454758904,-0.0408300848631,-0.0163793314851,0.0142954639105,-0.00208620907606,-0.00393300992312,3.64582122696e-08,0.0
1,[Pt],-0.000165231397641,-0.000257822306324,-0.000187838345425,-0.000280429233182,-0.000147085685262,-0.000239676610758,-9.25910616789e-05,6.59471651296e-05,-2.66439576209e-05,-2.24918287045e-05,-8.33647227774e-07,0.0
2,O=[Pt],-0.00403785959407,-0.00605975658852,-0.00529007332299,-0.00731194499794,-0.00303275663424,-0.00505467395165,-0.00202197863911,0.00176947605828,-0.000252538359257,-0.000485937543631,2.48884535904e-07,0.0
3,C[Pt],-0.109438439988,-0.164321834882,-0.143160965637,-0.198025832186,-0.0823706882467,-0.137268955117,-0.0549435242289,0.0479594532073,-0.00701042163539,-0.0131997545815,1.68002578077e-05,0.0
4,O[Pt],-8.6971538214e-05,-0.000131168054963,-0.000114015712914,-0.000158212217693,-6.52642374344e-05,-0.000109460763777,-4.41965551853e-05,3.85319779233e-05,-5.664594299e-06,-1.05287295408e-05,6.82123635765e-09,0.0
5,O.[Pt],-0.0331049082861,-0.0497520225542,-0.0433145535476,-0.0599599676416,-0.0249100255482,-0.0415585044796,-0.0166526271051,0.014522586834,-0.00213245866334,-0.00400015468225,1.66682101084e-06,0.0
6,O=C=O.[Pt],-0.546782718602,-0.819607185708,-0.715431212209,-0.987793035303,-0.411415172167,-0.684610985517,-0.274324425659,0.240039624031,-0.0349432889471,-0.0657945485163,-2.18136156029e-06,0.0501002004008
7,O=C=[Pt],2.9936518591e-07,2.7735342081e-07,5.11229553709e-07,4.89217789843e-07,1.29309961554e-07,1.0729819175e-07,-2.20117681664e-08,1.4695510891e-08,-7.31625643966e-09,7.18810439023e-08,-1.09666593316e-09,0.0
8,C~[Pt],-3.27513363292e-06,5.14676688768e-06,-4.1014117869e-06,4.32048865671e-06,-2.61191247859e-06,5.80998808109e-06,8.42190079437e-06,-3.13949515035e-06,5.28240538188e-06,1.62027931182e-06,2.0693134171e-06,0.0
9,C=[Pt],-6.98171832305e-06,-1.03149370443e-05,-8.94943775269e-06,-1.22826564156e-05,-5.40230690928e-06,-8.73552570368e-06,-3.33321896012e-06,3.00741279274e-06,-3.2580627451e-07,-7.510985795e-07,-6.08808215045e-09,0.0
10,C#[Pt],-0.0335125407744,-0.0503673489774,-0.0438434310006,-0.0606964973681,-0.0252203394479,-0.042076545754,-0.016860458571,0.0147010265765,-0.00216191065497,-0.00405001558395,1.9993019254e-06,0.0
11,C.[Pt],0.000456453464317,0.00068786488978,0.00059656213938,0.000827973889075,0.00034399371345,0.00057540487867,0.000231410369186,-0.000200650888974,3.07590158833e-05,5.55952491002e-05,5.98066723951e-07,0.0
12,[H][H].[Pt],-0.0335157691013,-0.0503721723207,-0.043847665417,-0.0607023264664,-0.025222760226,-0.0420805618171,-0.0168620546667,0.0147024166091,-0.00216211718709,-0.00405041188222,1.64417064873e-06,0.0
13,[C-]#[O+].[Pt],-0.0335161025776,-0.0503727774986,-0.0438480937515,-0.0607030264584,-0.0252230175634,-0.0420810908915,-0.0168623265156,0.0147026191326,-0.00216218658672,-0.00405046243081,1.59479691072e-06,0.0
14,O=C[Pt],-0.0335161134,-0.0503727474626,-0.0438481303949,-0.0607030222433,-0.0252230076603,-0.0420810401301,-0.0168622856453,0.0147025794505,-0.00216218538582,-0.00405046863414,1.59494978448e-06,0.0
15,CO.[Pt],4.62831039759e-07,5.85268268983e-07,6.59189997346e-07,7.8162721681e-07,3.05221388225e-07,4.27658596785e-07,1.22437219494e-07,-9.52183459731e-08,2.72188665682e-08,8.29682927381e-08,-1.78441941217e-12,0.0
16,C=C.[Pt],3.92068133975e-07,4.56688243528e-07,5.77503323071e-07,6.42123431581e-07,2.43226590375e-07,3.0784668384e-07,6.46201190293e-08,-4.19895935722e-08,2.26305239029e-08,8.03865333168e-08,1.12686085879e-10,0.0
17,[CH]C.[Pt],-0.0335161149842,-0.0503727630853,-0.0438481247526,-0.0607030306393,-0.0252230150449,-0.0420810615534,-0.0168622996888,0.0147025941005,-0.00216218478385,-0.00405047287749,1.59649778107e-06,0.0
