,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061093116,5.76818015964e-24,6.27105489243e-20,1.5517706417e-13,8.57122060921e-37,700.000000001,700.000000002,20.0
1,0.7,0.0476422387957,0.0476422387953,7.18325082991e-24,7.08086255269e-20,1.78078640292e-13,1.13496641009e-36,700.000000002,700.000000002,56.4
2,0.800000000001,0.0527365757071,0.0527365757067,8.68112450055e-24,7.84048816714e-20,2.00294950691e-13,1.44596180626e-36,700.000000002,700.000000002,53.5
3,0.900000000002,0.0575203724875,0.0575203724871,1.02538606008e-23,8.55427102199e-20,2.218722031e-13,1.78721314434e-36,700.000000002,700.000000002,20.57
4,0.999999999997,0.0620211841062,0.0620211841057,1.18950311482e-23,9.22641966526e-20,2.4285326297e-13,2.17069502872e-36,700.000000002,700.000000002,20.29
5,1.1,0.0662633991613,0.0662633991608,1.35990750984e-23,9.86054353979e-20,2.63273478004e-13,2.562650285e-36,700.000000002,700.000000002,44.5
6,1.2,0.0702686819927,0.0702686819921,1.53614206025e-23,1.04598379613e-19,2.83167787098e-13,2.99097312497e-36,700.000000002,700.000000002,65.97
7,1.3,0.0740563427297,0.074056342729,1.71786699699e-23,1.10272888787e-19,3.025778894e-13,3.4472115989e-36,700.000000002,700.000000002,20.04
8,1.4,0.0776436486167,0.077643648616,1.90460717807e-23,1.1565289999e-19,3.21509058865e-13,3.92931538863e-36,700.000000003,700.000000003,55.16
9,1.6,0.0842775898859,0.0842775898852,2.29227491904e-23,1.25622189008e-19,3.58092998463e-13,4.96828773856e-36,700.000000003,700.000000003,22.01
10,1.8,0.0902768488471,0.0902768488463,2.69710255431e-23,1.34664186645e-19,3.93102800263e-13,6.08712121186e-36,700.000000003,700.000000003,20.11
11,2.0,0.0957283493814,0.0957283493805,3.11745953463e-23,1.42908164915e-19,4.26696215003e-13,7.32677309755e-36,700.000000003,700.000000003,20.42
12,2.19999999999,0.100703835316,0.100703835315,3.55200723296e-23,1.50456566956e-19,4.59007850731e-13,8.63775313391e-36,700.000000003,700.000000003,25.77
13,2.40000000001,0.105263045535,0.105263045534,3.99960862404e-23,1.57406870435e-19,4.90150962789e-13,1.00223895358e-35,700.000000004,700.000000004,43.76
14,2.6,0.109456124149,0.109456124148,4.45933683113e-23,1.63831457018e-19,5.20228689059e-13,1.14998141584e-35,700.000000004,700.000000004,47.15
