,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.00325192872952,0.00235466091104,0.0297807868744,0.05382394921,0.469064573088
1,0.7,0.0030816876211,0.00251708327113,0.0294923181109,0.0554330571545,0.468072958087
2,0.8,0.00294340375235,0.00266547583781,0.0291045419823,0.0567700137023,0.467232056823
3,0.9,0.00282831863909,0.00280300976507,0.0286512522038,0.0578975907651,0.46650783272
4,1.0,0.00273073387629,0.00293196790384,0.0281556647727,0.0588607507727,0.465875802661
5,1.1,0.00264675342837,0.00305404621397,0.027634044883,0.0596926450885,0.465317842477
6,1.2,0.00257360685693,0.0031705362934,0.02709795113,0.0604182979943,0.464820216596
7,1.3,0.00250926032015,0.00328244174501,0.0265556762685,0.0610569705962,0.46437230979
8,1.4,0.00245218080342,0.00339055546616,0.026013201312,0.0616237335064,0.463965781374
9,1.6,0.00235535053215,0.00359782864582,0.0249437097366,0.0625870109491,0.463251554583
10,1.8,0.00227632849404,0.00379615150732,0.0239112918283,0.0633786842694,0.462638073569
11,2.0,0.00221069065136,0.00398810940135,0.0229266307195,0.0640459484102,0.462098680177
12,2.2,0.00215540860636,0.0041755191105,0.0219941828847,0.0646214176335,0.461614756997
13,2.4,0.00210832772296,0.0043596892817,0.0211148792922,0.0651282281497,0.461172948216
14,2.6,0.00206786647403,0.00454158157019,0.0202876656784,0.0655831496038,0.460763458184
