,C/O ratio,CH4 in,CH4 out,CO out,H2 out,H2O out,CO2 out,Exit temp,Max temp,Dist to max temp
0,0.599999999998,0.0422061093119,0.0422061092568,4.37873121049e-23,6.27053615813e-20,2.75660837421e-11,1.36554039359e-32,700.000000275,700.000000275,20.01
1,0.7,0.0476422387957,0.0476422387324,5.47236660695e-23,7.08077675128e-20,3.16360472274e-11,1.82894748272e-32,700.000000306,700.000000306,20.23
2,0.800000000001,0.0527365757071,0.0527365756359,6.63256036293e-23,7.84014392638e-20,3.55842999066e-11,2.35181740521e-32,700.000000336,700.000000336,29.08
3,0.900000000002,0.0575203724875,0.0575203724087,7.85296890296e-23,8.55403332681e-20,3.94190762162e-11,2.93146072586e-32,700.000000363,700.000000363,69.84
4,0.999999999997,0.0620211841062,0.0620211840199,9.12838550857e-23,9.22611405195e-20,4.31477948722e-11,3.73700975221e-32,700.000000388,700.000000388,20.74
5,1.1,0.0662633991613,0.0662633990678,1.04544592986e-22,9.86034518193e-20,4.67771819228e-11,4.25448327098e-32,700.000000412,700.000000412,69.61
6,1.2,0.0702686819927,0.0702686818921,1.1827460734e-22,1.04597340952e-19,5.0313287812e-11,4.99340161644e-32,700.000000434,700.000000434,20.14
7,1.3,0.0740563427297,0.0740563426221,1.32442498063e-22,1.10258373649e-19,5.37617476373e-11,5.78174858988e-32,700.000000455,700.000000456,20.17
8,1.4,0.0776436486167,0.0776436485024,1.47020381437e-22,1.1564275513e-19,5.71275947326e-11,6.61797773439e-32,700.000000476,700.000000476,55.15
9,1.6,0.0842775898859,0.0842775897587,1.77311063876e-22,1.25617001706e-19,6.36295809462e-11,8.42831229136e-32,700.000000514,700.000000514,69.98
10,1.8,0.0902768488471,0.0902768487074,2.0898281955e-22,1.34650329338e-19,6.98520306279e-11,1.04139559392e-31,700.000000549,700.000000549,54.12
11,2.0,0.0957283493814,0.0957283492298,2.41903952254e-22,1.42893052584e-19,7.58227699104e-11,1.25658179247e-31,700.000000581,700.000000581,69.99
12,2.19999999999,0.100703835316,0.100703835153,2.75966206383e-22,1.50614936545e-19,8.15655997986e-11,1.48758901105e-31,700.000000611,700.000000611,36.86
13,2.40000000001,0.105263045535,0.105263045361,3.11079317922e-22,1.53103144714e-19,8.71010729829e-11,1.73370745907e-31,700.00000064,700.00000064,53.18
14,2.6,0.109456124149,0.109456123964,3.47166421101e-22,1.63711371486e-19,9.24469988125e-11,1.99431020984e-31,700.000000667,700.000000667,64.19
