,C/O ratio,CH4 Conv,O2 Conv,CO Selec,H2 Selec,H2O Selec
0,0.6,0.577131750509,1.0,0.301742319929,0.0277851829883,0.638813814635
1,0.7,0.506349064798,1.0,0.306129288391,0.0324127676971,0.634180438352
2,0.8,0.452248233765,1.0,0.309017158608,0.0363481766389,0.630237710716
3,0.9,0.4095461195,1.0,0.311093364558,0.0397968929012,0.626780836538
4,1.0,0.374938446982,1.0,0.312660809451,0.0428676715397,0.623701399337
5,1.1,0.346283205524,1.0,0.313880123848,0.045641665312,0.620918448087
6,1.2,0.322135918834,1.0,0.314849886059,0.04817981203,0.618371175218
7,1.3,0.301487047205,1.0,0.315636374621,0.0505259009252,0.616015877129
8,1.4,0.283609631393,1.0,0.316286368983,0.0527119538208,0.613820587888
9,1.6,0.254152251312,1.0,0.3173018139,0.0566950708689,0.609819048876
10,1.8,0.230828327811,1.0,0.318067290299,0.0602664805438,0.606229405471
11,2.0,0.211853894964,1.0,0.318673084961,0.0635163290138,0.602961587019
12,2.2,0.196081100285,1.0,0.319169315144,0.0665076188325,0.599952628766
13,2.4,0.182737239554,1.0,0.319585772436,0.0692861290031,0.597156771464
14,2.6,0.171282656159,1.0,0.319941390666,0.0718863569848,0.594539527786
